Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
0	1	0	0	-62.8977
0	1	0	1	-60.6127
0	1	0	2	-100.497
0	1	0	3	-94.3199
0	1	0	4	-95.5514
0	1	0	5	-97.4578
0	1	0	6	-96.4873
0	1	0	7	-94.0732
0	1	0	8	-58.5222
0	1	0	9	-90.6272
0.005	1	0	0	-68.4184
0.005	1	0	1	-64.0342
0.005	1	0	2	-94.5095
0.005	1	0	3	-98.0343
0.005	1	0	4	-83.3773
0.005	1	0	5	-98.3221
0.005	1	0	6	-85.4509
0.005	1	0	7	-95.9592
0.005	1	0	8	-67.5873
0.005	1	0	9	-102.589
0.01	1	0	0	-68.4184
0.01	1	0	1	-64.0342
0.01	1	0	2	-94.5095
0.01	1	0	3	-98.0343
0.01	1	0	4	-83.3773
0.01	1	0	5	-98.3221
0.01	1	0	6	-85.4509
0.01	1	0	7	-95.9592
0.01	1	0	8	-67.5873
0.01	1	0	9	-102.589
0.015	1	0	0	-68.4184
0.015	1	0	1	-64.0342
0.015	1	0	2	-94.5095
0.015	1	0	3	-98.0343
0.015	1	0	4	-83.3773
0.015	1	0	5	-98.3221
0.015	1	0	6	-85.4509
0.015	1	0	7	-95.9592
0.015	1	0	8	-67.5873
0.015	1	0	9	-102.589
0.02	1	0	0	-68.4184
0.02	1	0	1	-64.0342
0.02	1	0	2	-94.5095
0.02	1	0	3	-98.0343
0.02	1	0	4	-83.3773
0.02	1	0	5	-98.3221
0.02	1	0	6	-85.4509
0.02	1	0	7	-95.9592
0.02	1	0	8	-67.5873
0.02	1	0	9	-102.589
0.022	1	0	0	-68.4184
0.022	1	0	1	-64.0342
0.022	1	0	2	-94.5095
0.022	1	0	3	-98.0343
0.022	1	0	4	-83.3773
0.022	1	0	5	-98.3221
0.022	1	0	6	-85.4509
0.022	1	0	7	-95.9592
0.022	1	0	8	-67.5873
0.022	1	0	9	-102.589
0.023	1	0	0	-68.4184
0.023	1	0	1	-64.0342
0.023	1	0	2	-94.5095
0.023	1	0	3	-98.0343
0.023	1	0	4	-83.3773
0.023	1	0	5	-98.3221
0.023	1	0	6	-85.4509
0.023	1	0	7	-95.9592
0.023	1	0	8	-67.5873
0.023	1	0	9	-102.589
0.025	1	0	0	-68.4184
0.025	1	0	1	-64.0342
0.025	1	0	2	-94.5095
0.025	1	0	3	-98.0343
0.025	1	0	4	-83.3773
0.025	1	0	5	-98.3221
0.025	1	0	6	-85.4509
0.025	1	0	7	-95.9592
0.025	1	0	8	-67.5873
0.025	1	0	9	-102.589
0.03	1	0	0	-68.4184
0.03	1	0	1	-64.0342
0.03	1	0	2	-94.5095
0.03	1	0	3	-98.0343
0.03	1	0	4	-83.3773
0.03	1	0	5	-98.3221
0.03	1	0	6	-85.4509
0.03	1	0	7	-95.9592
0.03	1	0	8	-67.5873
0.03	1	0	9	-102.589
0.035	1	0	0	-68.4184
0.035	1	0	1	-64.0342
0.035	1	0	2	-94.5095
0.035	1	0	3	-98.0343
0.035	1	0	4	-83.3773
0.035	1	0	5	-98.3221
0.035	1	0	6	-85.4509
0.035	1	0	7	-95.9592
0.035	1	0	8	-67.5873
0.035	1	0	9	-102.589
0.037	1	0	0	-68.4184
0.037	1	0	1	-64.0342
0.037	1	0	2	-94.5095
0.037	1	0	3	-98.0343
0.037	1	0	4	-83.3773
0.037	1	0	5	-98.3221
0.037	1	0	6	-85.4509
0.037	1	0	7	-95.9592
0.037	1	0	8	-67.5873
0.037	1	0	9	-102.589
0.039	1	0	0	-68.4184
0.039	1	0	1	-64.0342
0.039	1	0	2	-94.5095
0.039	1	0	3	-98.0343
0.039	1	0	4	-83.3773
0.039	1	0	5	-98.3221
0.039	1	0	6	-85.4509
0.039	1	0	7	-95.9592
0.039	1	0	8	-67.5873
0.039	1	0	9	-102.589
0.04	1	0	0	-68.4184
0.04	1	0	1	-64.0342
0.04	1	0	2	-94.5095
0.04	1	0	3	-98.0343
0.04	1	0	4	-83.3773
0.04	1	0	5	-98.3221
0.04	1	0	6	-85.4509
0.04	1	0	7	-95.9592
0.04	1	0	8	-67.5873
0.04	1	0	9	-102.589
0.045	1	0	0	-68.4184
0.045	1	0	1	-64.0342
0.045	1	0	2	-94.5095
0.045	1	0	3	-98.0343
0.045	1	0	4	-83.3773
0.045	1	0	5	-98.3221
0.045	1	0	6	-85.4509
0.045	1	0	7	-95.9592
0.045	1	0	8	-67.5873
0.045	1	0	9	-102.589
0.05	1	0	0	-68.4184
0.05	1	0	1	-64.0342
0.05	1	0	2	-94.5095
0.05	1	0	3	-98.0343
0.05	1	0	4	-83.3773
0.05	1	0	5	-98.3221
0.05	1	0	6	-85.4509
0.05	1	0	7	-95.9592
0.05	1	0	8	-67.5873
0.05	1	0	9	-102.589
0.055	1	0	0	-68.4184
0.055	1	0	1	-64.0342
0.055	1	0	2	-94.5095
0.055	1	0	3	-98.0343
0.055	1	0	4	-83.3773
0.055	1	0	5	-98.3221
0.055	1	0	6	-85.4509
0.055	1	0	7	-95.9592
0.055	1	0	8	-67.5873
0.055	1	0	9	-102.589
0.057	1	0	0	-68.4184
0.057	1	0	1	-64.0342
0.057	1	0	2	-94.5095
0.057	1	0	3	-98.0343
0.057	1	0	4	-83.3773
0.057	1	0	5	-98.3221
0.057	1	0	6	-85.4509
0.057	1	0	7	-95.9592
0.057	1	0	8	-67.5873
0.057	1	0	9	-102.589
0.06	1	0	0	-68.4184
0.06	1	0	1	-64.0342
0.06	1	0	2	-94.5095
0.06	1	0	3	-98.0343
0.06	1	0	4	-83.3773
0.06	1	0	5	-98.3221
0.06	1	0	6	-85.4509
0.06	1	0	7	-95.9592
0.06	1	0	8	-67.5873
0.06	1	0	9	-102.589
0.065	1	0	0	-68.4184
0.065	1	0	1	-64.0342
0.065	1	0	2	-94.5095
0.065	1	0	3	-98.0343
0.065	1	0	4	-83.3773
0.065	1	0	5	-98.3221
0.065	1	0	6	-85.4509
0.065	1	0	7	-95.9592
0.065	1	0	8	-67.5873
0.065	1	0	9	-102.589
0.07	1	0	0	-68.4184
0.07	1	0	1	-64.0342
0.07	1	0	2	-94.5095
0.07	1	0	3	-98.0343
0.07	1	0	4	-83.3773
0.07	1	0	5	-98.3221
0.07	1	0	6	-85.4509
0.07	1	0	7	-95.9592
0.07	1	0	8	-67.5873
0.07	1	0	9	-102.589
0.075	1	0	0	-68.4184
0.075	1	0	1	-64.0342
0.075	1	0	2	-94.5095
0.075	1	0	3	-98.0343
0.075	1	0	4	-83.3773
0.075	1	0	5	-98.3221
0.075	1	0	6	-85.4509
0.075	1	0	7	-95.9592
0.075	1	0	8	-67.5873
0.075	1	0	9	-102.589
0.08	1	0	0	-68.4184
0.08	1	0	1	-64.0342
0.08	1	0	2	-94.5095
0.08	1	0	3	-98.0343
0.08	1	0	4	-83.3773
0.08	1	0	5	-98.3221
0.08	1	0	6	-85.4509
0.08	1	0	7	-95.9592
0.08	1	0	8	-67.5873
0.08	1	0	9	-102.589
0.085	1	0	0	-68.4184
0.085	1	0	1	-64.0342
0.085	1	0	2	-94.5095
0.085	1	0	3	-98.0343
0.085	1	0	4	-83.3773
0.085	1	0	5	-98.3221
0.085	1	0	6	-85.4509
0.085	1	0	7	-95.9592
0.085	1	0	8	-67.5873
0.085	1	0	9	-102.589
0.089	1	0	0	-68.4184
0.089	1	0	1	-64.0342
0.089	1	0	2	-94.5095
0.089	1	0	3	-98.0343
0.089	1	0	4	-83.3773
0.089	1	0	5	-98.3221
0.089	1	0	6	-85.4509
0.089	1	0	7	-95.9592
0.089	1	0	8	-67.5873
0.089	1	0	9	-102.589
0.09	1	0	0	-68.4184
0.09	1	0	1	-64.0342
0.09	1	0	2	-94.5095
0.09	1	0	3	-98.0343
0.09	1	0	4	-83.3773
0.09	1	0	5	-98.3221
0.09	1	0	6	-85.4509
0.09	1	0	7	-95.9592
0.09	1	0	8	-67.5873
0.09	1	0	9	-102.589
0.095	1	0	0	-68.4184
0.095	1	0	1	-64.0342
0.095	1	0	2	-94.5095
0.095	1	0	3	-98.0343
0.095	1	0	4	-83.3773
0.095	1	0	5	-98.3221
0.095	1	0	6	-85.4509
0.095	1	0	7	-95.9592
0.095	1	0	8	-67.5873
0.095	1	0	9	-102.589
0.1	1	0	0	-68.4184
0.1	1	0	1	-64.0342
0.1	1	0	2	-94.5095
0.1	1	0	3	-98.0343
0.1	1	0	4	-83.3773
0.1	1	0	5	-98.3221
0.1	1	0	6	-85.4509
0.1	1	0	7	-95.9592
0.1	1	0	8	-67.5873
0.1	1	0	9	-102.589
0.102	1	0	0	-68.4184
0.102	1	0	1	-64.0342
0.102	1	0	2	-94.5095
0.102	1	0	3	-98.0343
0.102	1	0	4	-83.3773
0.102	1	0	5	-98.3221
0.102	1	0	6	-85.4509
0.102	1	0	7	-95.9592
0.102	1	0	8	-67.5873
0.102	1	0	9	-102.589
0.103	1	0	0	-68.4184
0.103	1	0	1	-64.0342
0.103	1	0	2	-94.5095
0.103	1	0	3	-98.0343
0.103	1	0	4	-83.3773
0.103	1	0	5	-98.3221
0.103	1	0	6	-85.4509
0.103	1	0	7	-95.9592
0.103	1	0	8	-67.5873
0.103	1	0	9	-102.589
0.105	1	0	0	-68.4184
0.105	1	0	1	-64.0342
0.105	1	0	2	-94.5095
0.105	1	0	3	-98.0343
0.105	1	0	4	-83.3773
0.105	1	0	5	-98.3221
0.105	1	0	6	-85.4509
0.105	1	0	7	-95.9592
0.105	1	0	8	-67.5873
0.105	1	0	9	-102.589
0.11	1	0	0	-68.4184
0.11	1	0	1	-64.0342
0.11	1	0	2	-94.5095
0.11	1	0	3	-98.0343
0.11	1	0	4	-83.3773
0.11	1	0	5	-98.3221
0.11	1	0	6	-85.4509
0.11	1	0	7	-95.9592
0.11	1	0	8	-67.5873
0.11	1	0	9	-102.589
0.115	1	0	0	-68.4184
0.115	1	0	1	-64.0342
0.115	1	0	2	-94.5095
0.115	1	0	3	-98.0343
0.115	1	0	4	-83.3773
0.115	1	0	5	-98.3221
0.115	1	0	6	-85.4509
0.115	1	0	7	-95.9592
0.115	1	0	8	-67.5873
0.115	1	0	9	-102.589
0.117	1	0	0	-68.4184
0.117	1	0	1	-64.0342
0.117	1	0	2	-94.5095
0.117	1	0	3	-98.0343
0.117	1	0	4	-83.3773
0.117	1	0	5	-98.3221
0.117	1	0	6	-85.4509
0.117	1	0	7	-95.9592
0.117	1	0	8	-67.5873
0.117	1	0	9	-102.589
0.119	1	0	0	-68.4184
0.119	1	0	1	-64.0342
0.119	1	0	2	-94.5095
0.119	1	0	3	-98.0343
0.119	1	0	4	-83.3773
0.119	1	0	5	-98.3221
0.119	1	0	6	-85.4509
0.119	1	0	7	-95.9592
0.119	1	0	8	-67.5873
0.119	1	0	9	-102.589
0.12	1	0	0	-68.4184
0.12	1	0	1	-64.0342
0.12	1	0	2	-94.5095
0.12	1	0	3	-98.0343
0.12	1	0	4	-83.3773
0.12	1	0	5	-98.3221
0.12	1	0	6	-85.4509
0.12	1	0	7	-95.9592
0.12	1	0	8	-67.5873
0.12	1	0	9	-102.589
0.125	1	0	0	-68.4184
0.125	1	0	1	-64.0342
0.125	1	0	2	-94.5095
0.125	1	0	3	-98.0343
0.125	1	0	4	-83.3773
0.125	1	0	5	-98.3221
0.125	1	0	6	-85.4509
0.125	1	0	7	-95.9592
0.125	1	0	8	-67.5873
0.125	1	0	9	-102.589
0.13	1	0	0	-68.4184
0.13	1	0	1	-64.0342
0.13	1	0	2	-94.5095
0.13	1	0	3	-98.0343
0.13	1	0	4	-83.3773
0.13	1	0	5	-98.3221
0.13	1	0	6	-85.4509
0.13	1	0	7	-95.9592
0.13	1	0	8	-67.5873
0.13	1	0	9	-102.589
0.135	1	0	0	-68.4184
0.135	1	0	1	-64.0342
0.135	1	0	2	-94.5095
0.135	1	0	3	-98.0343
0.135	1	0	4	-83.3773
0.135	1	0	5	-98.3221
0.135	1	0	6	-85.4509
0.135	1	0	7	-95.9592
0.135	1	0	8	-67.5873
0.135	1	0	9	-102.589
0.137	1	0	0	-68.4184
0.137	1	0	1	-64.0342
0.137	1	0	2	-94.5095
0.137	1	0	3	-98.0343
0.137	1	0	4	-83.3773
0.137	1	0	5	-98.3221
0.137	1	0	6	-85.4509
0.137	1	0	7	-95.9592
0.137	1	0	8	-67.5873
0.137	1	0	9	-102.589
0.14	1	0	0	-68.4184
0.14	1	0	1	-64.0342
0.14	1	0	2	-94.5095
0.14	1	0	3	-98.0343
0.14	1	0	4	-83.3773
0.14	1	0	5	-98.3221
0.14	1	0	6	-85.4509
0.14	1	0	7	-95.9592
0.14	1	0	8	-67.5873
0.14	1	0	9	-102.589
0.145	1	0	0	-68.4184
0.145	1	0	1	-64.0342
0.145	1	0	2	-94.5095
0.145	1	0	3	-98.0343
0.145	1	0	4	-83.3773
0.145	1	0	5	-98.3221
0.145	1	0	6	-85.4509
0.145	1	0	7	-95.9592
0.145	1	0	8	-67.5873
0.145	1	0	9	-102.589
0.15	1	0	0	-68.4184
0.15	1	0	1	-64.0342
0.15	1	0	2	-94.5095
0.15	1	0	3	-98.0343
0.15	1	0	4	-83.3773
0.15	1	0	5	-98.3221
0.15	1	0	6	-85.4509
0.15	1	0	7	-95.9592
0.15	1	0	8	-67.5873
0.15	1	0	9	-102.589
0.155	1	0	0	-68.4184
0.155	1	0	1	-64.0342
0.155	1	0	2	-94.5095
0.155	1	0	3	-98.0343
0.155	1	0	4	-83.3773
0.155	1	0	5	-98.3221
0.155	1	0	6	-85.4509
0.155	1	0	7	-95.9592
0.155	1	0	8	-67.5873
0.155	1	0	9	-102.589
0.16	1	0	0	-68.4184
0.16	1	0	1	-64.0342
0.16	1	0	2	-94.5095
0.16	1	0	3	-98.0343
0.16	1	0	4	-83.3773
0.16	1	0	5	-98.3221
0.16	1	0	6	-85.4509
0.16	1	0	7	-95.9592
0.16	1	0	8	-67.5873
0.16	1	0	9	-102.589
0.165	1	0	0	-68.4184
0.165	1	0	1	-64.0342
0.165	1	0	2	-94.5095
0.165	1	0	3	-98.0343
0.165	1	0	4	-83.3773
0.165	1	0	5	-98.3221
0.165	1	0	6	-85.4509
0.165	1	0	7	-95.9592
0.165	1	0	8	-67.5873
0.165	1	0	9	-102.589
0.169	1	0	0	-68.4184
0.169	1	0	1	-64.0342
0.169	1	0	2	-94.5095
0.169	1	0	3	-98.0343
0.169	1	0	4	-83.3773
0.169	1	0	5	-98.3221
0.169	1	0	6	-85.4509
0.169	1	0	7	-95.9592
0.169	1	0	8	-67.5873
0.169	1	0	9	-102.589
0.17	1	0	0	-68.4184
0.17	1	0	1	-64.0342
0.17	1	0	2	-94.5095
0.17	1	0	3	-98.0343
0.17	1	0	4	-83.3773
0.17	1	0	5	-98.3221
0.17	1	0	6	-85.4509
0.17	1	0	7	-95.9592
0.17	1	0	8	-67.5873
0.17	1	0	9	-102.589
0.175	1	0	0	-68.4184
0.175	1	0	1	-64.0342
0.175	1	0	2	-94.5095
0.175	1	0	3	-98.0343
0.175	1	0	4	-83.3773
0.175	1	0	5	-98.3221
0.175	1	0	6	-85.4509
0.175	1	0	7	-95.9592
0.175	1	0	8	-67.5873
0.175	1	0	9	-102.589
0.18	1	0	0	-68.4184
0.18	1	0	1	-64.0342
0.18	1	0	2	-94.5095
0.18	1	0	3	-98.0343
0.18	1	0	4	-83.3773
0.18	1	0	5	-98.3221
0.18	1	0	6	-85.4509
0.18	1	0	7	-95.9592
0.18	1	0	8	-67.5873
0.18	1	0	9	-102.589
0.182	1	0	0	-68.4184
0.182	1	0	1	-64.0342
0.182	1	0	2	-94.5095
0.182	1	0	3	-98.0343
0.182	1	0	4	-83.3773
0.182	1	0	5	-98.3221
0.182	1	0	6	-85.4509
0.182	1	0	7	-95.9592
0.182	1	0	8	-67.5873
0.182	1	0	9	-102.589
0.183	1	0	0	-68.4184
0.183	1	0	1	-64.0342
0.183	1	0	2	-94.5095
0.183	1	0	3	-98.0343
0.183	1	0	4	-83.3773
0.183	1	0	5	-98.3221
0.183	1	0	6	-85.4509
0.183	1	0	7	-95.9592
0.183	1	0	8	-67.5873
0.183	1	0	9	-102.589
0.185	1	0	0	-68.4184
0.185	1	0	1	-64.0342
0.185	1	0	2	-94.5095
0.185	1	0	3	-98.0343
0.185	1	0	4	-83.3773
0.185	1	0	5	-98.3221
0.185	1	0	6	-85.4509
0.185	1	0	7	-95.9592
0.185	1	0	8	-67.5873
0.185	1	0	9	-102.589
0.19	1	0	0	-68.4184
0.19	1	0	1	-64.0342
0.19	1	0	2	-94.5095
0.19	1	0	3	-98.0343
0.19	1	0	4	-83.3773
0.19	1	0	5	-98.3221
0.19	1	0	6	-85.4509
0.19	1	0	7	-95.9592
0.19	1	0	8	-67.5873
0.19	1	0	9	-102.589
0.195	1	0	0	-68.4184
0.195	1	0	1	-64.0342
0.195	1	0	2	-94.5095
0.195	1	0	3	-98.0343
0.195	1	0	4	-83.3773
0.195	1	0	5	-98.3221
0.195	1	0	6	-85.4509
0.195	1	0	7	-95.9592
0.195	1	0	8	-67.5873
0.195	1	0	9	-102.589
0.197	1	0	0	-68.4184
0.197	1	0	1	-64.0342
0.197	1	0	2	-94.5095
0.197	1	0	3	-98.0343
0.197	1	0	4	-83.3773
0.197	1	0	5	-98.3221
0.197	1	0	6	-85.4509
0.197	1	0	7	-95.9592
0.197	1	0	8	-67.5873
0.197	1	0	9	-102.589
0.199	1	0	0	-68.4184
0.199	1	0	1	-64.0342
0.199	1	0	2	-94.5095
0.199	1	0	3	-98.0343
0.199	1	0	4	-83.3773
0.199	1	0	5	-98.3221
0.199	1	0	6	-85.4509
0.199	1	0	7	-95.9592
0.199	1	0	8	-67.5873
0.199	1	0	9	-102.589
0.2	1	0	0	-68.4184
0.2	1	0	1	-64.0342
0.2	1	0	2	-94.5095
0.2	1	0	3	-98.0343
0.2	1	0	4	-83.3773
0.2	1	0	5	-98.3221
0.2	1	0	6	-85.4509
0.2	1	0	7	-95.9592
0.2	1	0	8	-67.5873
0.2	1	0	9	-102.589
0.205	1	0	0	-68.4184
0.205	1	0	1	-64.0342
0.205	1	0	2	-94.5095
0.205	1	0	3	-98.0343
0.205	1	0	4	-83.3773
0.205	1	0	5	-98.3221
0.205	1	0	6	-85.4509
0.205	1	0	7	-95.9592
0.205	1	0	8	-67.5873
0.205	1	0	9	-102.589
0.21	1	0	0	-68.4184
0.21	1	0	1	-64.0342
0.21	1	0	2	-94.5095
0.21	1	0	3	-98.0343
0.21	1	0	4	-83.3773
0.21	1	0	5	-98.3221
0.21	1	0	6	-85.4509
0.21	1	0	7	-95.9592
0.21	1	0	8	-67.5873
0.21	1	0	9	-102.589
0.215	1	0	0	-68.4184
0.215	1	0	1	-64.0342
0.215	1	0	2	-94.5095
0.215	1	0	3	-98.0343
0.215	1	0	4	-83.3773
0.215	1	0	5	-98.3221
0.215	1	0	6	-85.4509
0.215	1	0	7	-95.9592
0.215	1	0	8	-67.5873
0.215	1	0	9	-102.589
0.217	1	0	0	-68.4184
0.217	1	0	1	-64.0342
0.217	1	0	2	-94.5095
0.217	1	0	3	-98.0343
0.217	1	0	4	-83.3773
0.217	1	0	5	-98.3221
0.217	1	0	6	-85.4509
0.217	1	0	7	-95.9592
0.217	1	0	8	-67.5873
0.217	1	0	9	-102.589
0.22	1	0	0	-68.4184
0.22	1	0	1	-64.0342
0.22	1	0	2	-94.5095
0.22	1	0	3	-98.0343
0.22	1	0	4	-83.3773
0.22	1	0	5	-98.3221
0.22	1	0	6	-85.4509
0.22	1	0	7	-95.9592
0.22	1	0	8	-67.5873
0.22	1	0	9	-102.589
0.225	1	0	0	-68.4184
0.225	1	0	1	-64.0342
0.225	1	0	2	-94.5095
0.225	1	0	3	-98.0343
0.225	1	0	4	-83.3773
0.225	1	0	5	-98.3221
0.225	1	0	6	-85.4509
0.225	1	0	7	-95.9592
0.225	1	0	8	-67.5873
0.225	1	0	9	-102.589
0.23	1	0	0	-68.4184
0.23	1	0	1	-64.0342
0.23	1	0	2	-94.5095
0.23	1	0	3	-98.0343
0.23	1	0	4	-83.3773
0.23	1	0	5	-98.3221
0.23	1	0	6	-85.4509
0.23	1	0	7	-95.9592
0.23	1	0	8	-67.5873
0.23	1	0	9	-102.589
0.235	1	0	0	-68.4184
0.235	1	0	1	-64.0342
0.235	1	0	2	-94.5095
0.235	1	0	3	-98.0343
0.235	1	0	4	-83.3773
0.235	1	0	5	-98.3221
0.235	1	0	6	-85.4509
0.235	1	0	7	-95.9592
0.235	1	0	8	-67.5873
0.235	1	0	9	-102.589
0.24	1	0	0	-68.4184
0.24	1	0	1	-64.0342
0.24	1	0	2	-94.5095
0.24	1	0	3	-98.0343
0.24	1	0	4	-83.3773
0.24	1	0	5	-98.3221
0.24	1	0	6	-85.4509
0.24	1	0	7	-95.9592
0.24	1	0	8	-67.5873
0.24	1	0	9	-102.589
0.245	1	0	0	-68.4184
0.245	1	0	1	-64.0342
0.245	1	0	2	-94.5095
0.245	1	0	3	-98.0343
0.245	1	0	4	-83.3773
0.245	1	0	5	-98.3221
0.245	1	0	6	-85.4509
0.245	1	0	7	-95.9592
0.245	1	0	8	-67.5873
0.245	1	0	9	-102.589
0.249	1	0	0	-68.4184
0.249	1	0	1	-64.0342
0.249	1	0	2	-94.5095
0.249	1	0	3	-98.0343
0.249	1	0	4	-83.3773
0.249	1	0	5	-98.3221
0.249	1	0	6	-85.4509
0.249	1	0	7	-95.9592
0.249	1	0	8	-67.5873
0.249	1	0	9	-102.589
0.25	1	0	0	-68.4184
0.25	1	0	1	-64.0342
0.25	1	0	2	-94.5095
0.25	1	0	3	-98.0343
0.25	1	0	4	-83.3773
0.25	1	0	5	-98.3221
0.25	1	0	6	-85.4509
0.25	1	0	7	-95.9592
0.25	1	0	8	-67.5873
0.25	1	0	9	-102.589
0.255	1	0	0	-68.4184
0.255	1	0	1	-64.0342
0.255	1	0	2	-94.5095
0.255	1	0	3	-98.0343
0.255	1	0	4	-83.3773
0.255	1	0	5	-98.3221
0.255	1	0	6	-85.4509
0.255	1	0	7	-95.9592
0.255	1	0	8	-67.5873
0.255	1	0	9	-102.589
0.26	1	0	0	-68.4184
0.26	1	0	1	-64.0342
0.26	1	0	2	-94.5095
0.26	1	0	3	-98.0343
0.26	1	0	4	-83.3773
0.26	1	0	5	-98.3221
0.26	1	0	6	-85.4509
0.26	1	0	7	-95.9592
0.26	1	0	8	-67.5873
0.26	1	0	9	-102.589
0.262	1	0	0	-68.4184
0.262	1	0	1	-64.0342
0.262	1	0	2	-94.5095
0.262	1	0	3	-98.0343
0.262	1	0	4	-83.3773
0.262	1	0	5	-98.3221
0.262	1	0	6	-85.4509
0.262	1	0	7	-95.9592
0.262	1	0	8	-67.5873
0.262	1	0	9	-102.589
0.263	1	0	0	-68.4184
0.263	1	0	1	-64.0342
0.263	1	0	2	-94.5095
0.263	1	0	3	-98.0343
0.263	1	0	4	-83.3773
0.263	1	0	5	-98.3221
0.263	1	0	6	-85.4509
0.263	1	0	7	-95.9592
0.263	1	0	8	-67.5873
0.263	1	0	9	-102.589
0.265	1	0	0	-68.4184
0.265	1	0	1	-64.0342
0.265	1	0	2	-94.5095
0.265	1	0	3	-98.0343
0.265	1	0	4	-83.3773
0.265	1	0	5	-98.3221
0.265	1	0	6	-85.4509
0.265	1	0	7	-95.9592
0.265	1	0	8	-67.5873
0.265	1	0	9	-102.589
0.27	1	0	0	-68.4184
0.27	1	0	1	-64.0342
0.27	1	0	2	-94.5095
0.27	1	0	3	-98.0343
0.27	1	0	4	-83.3773
0.27	1	0	5	-98.3221
0.27	1	0	6	-85.4509
0.27	1	0	7	-95.9592
0.27	1	0	8	-67.5873
0.27	1	0	9	-102.589
0.275	1	0	0	-68.4184
0.275	1	0	1	-64.0342
0.275	1	0	2	-94.5095
0.275	1	0	3	-98.0343
0.275	1	0	4	-83.3773
0.275	1	0	5	-98.3221
0.275	1	0	6	-85.4509
0.275	1	0	7	-95.9592
0.275	1	0	8	-67.5873
0.275	1	0	9	-102.589
0.277	1	0	0	-68.4184
0.277	1	0	1	-64.0342
0.277	1	0	2	-94.5095
0.277	1	0	3	-98.0343
0.277	1	0	4	-83.3773
0.277	1	0	5	-98.3221
0.277	1	0	6	-85.4509
0.277	1	0	7	-95.9592
0.277	1	0	8	-67.5873
0.277	1	0	9	-102.589
0.279	1	0	0	-68.4184
0.279	1	0	1	-64.0342
0.279	1	0	2	-94.5095
0.279	1	0	3	-98.0343
0.279	1	0	4	-83.3773
0.279	1	0	5	-98.3221
0.279	1	0	6	-85.4509
0.279	1	0	7	-95.9592
0.279	1	0	8	-67.5873
0.279	1	0	9	-102.589
0.28	1	0	0	-68.4184
0.28	1	0	1	-64.0342
0.28	1	0	2	-94.5095
0.28	1	0	3	-98.0343
0.28	1	0	4	-83.3773
0.28	1	0	5	-98.3221
0.28	1	0	6	-85.4509
0.28	1	0	7	-95.9592
0.28	1	0	8	-67.5873
0.28	1	0	9	-102.589
0.285	1	0	0	-68.4184
0.285	1	0	1	-64.0342
0.285	1	0	2	-94.5095
0.285	1	0	3	-98.0343
0.285	1	0	4	-83.3773
0.285	1	0	5	-98.3221
0.285	1	0	6	-85.4509
0.285	1	0	7	-95.9592
0.285	1	0	8	-67.5873
0.285	1	0	9	-102.589
0.29	1	0	0	-68.4184
0.29	1	0	1	-64.0342
0.29	1	0	2	-94.5095
0.29	1	0	3	-98.0343
0.29	1	0	4	-83.3773
0.29	1	0	5	-98.3221
0.29	1	0	6	-85.4509
0.29	1	0	7	-95.9592
0.29	1	0	8	-67.5873
0.29	1	0	9	-102.589
0.295	1	0	0	-68.4184
0.295	1	0	1	-64.0342
0.295	1	0	2	-94.5095
0.295	1	0	3	-98.0343
0.295	1	0	4	-83.3773
0.295	1	0	5	-98.3221
0.295	1	0	6	-85.4509
0.295	1	0	7	-95.9592
0.295	1	0	8	-67.5873
0.295	1	0	9	-102.589
0.297	1	0	0	-68.4184
0.297	1	0	1	-64.0342
0.297	1	0	2	-94.5095
0.297	1	0	3	-98.0343
0.297	1	0	4	-83.3773
0.297	1	0	5	-98.3221
0.297	1	0	6	-85.4509
0.297	1	0	7	-95.9592
0.297	1	0	8	-67.5873
0.297	1	0	9	-102.589
0.3	1	0	0	-68.4184
0.3	1	0	1	-64.0342
0.3	1	0	2	-94.5095
0.3	1	0	3	-98.0343
0.3	1	0	4	-83.3773
0.3	1	0	5	-98.3221
0.3	1	0	6	-85.4509
0.3	1	0	7	-95.9592
0.3	1	0	8	-67.5873
0.3	1	0	9	-102.589
0.305	1	0	0	-68.4184
0.305	1	0	1	-64.0342
0.305	1	0	2	-94.5095
0.305	1	0	3	-98.0343
0.305	1	0	4	-83.3773
0.305	1	0	5	-98.3221
0.305	1	0	6	-85.4509
0.305	1	0	7	-95.9592
0.305	1	0	8	-67.5873
0.305	1	0	9	-102.589
0.31	1	0	0	-68.4184
0.31	1	0	1	-64.0342
0.31	1	0	2	-94.5095
0.31	1	0	3	-98.0343
0.31	1	0	4	-83.3773
0.31	1	0	5	-98.3221
0.31	1	0	6	-85.4509
0.31	1	0	7	-95.9592
0.31	1	0	8	-67.5873
0.31	1	0	9	-102.589
0.315	1	0	0	-68.4184
0.315	1	0	1	-64.0342
0.315	1	0	2	-94.5095
0.315	1	0	3	-98.0343
0.315	1	0	4	-83.3773
0.315	1	0	5	-98.3221
0.315	1	0	6	-85.4509
0.315	1	0	7	-95.9592
0.315	1	0	8	-67.5873
0.315	1	0	9	-102.589
0.32	1	0	0	-68.4184
0.32	1	0	1	-64.0342
0.32	1	0	2	-94.5095
0.32	1	0	3	-98.0343
0.32	1	0	4	-83.3773
0.32	1	0	5	-98.3221
0.32	1	0	6	-85.4509
0.32	1	0	7	-95.9592
0.32	1	0	8	-67.5873
