Time(sec)	CellId	BwpId	IMSI	pathLoss(dB)
3.017	1	0	3	-98.0343
3.017	1	0	4	-83.3773
3.017	1	0	5	-98.3221
3.017	1	0	6	-85.4509
3.017	1	0	7	-95.9592
3.017	1	0	8	-67.5873
3.017	1	0	9	-102.589
3.018	1	0	0	-68.4184
3.018	1	0	1	-64.0342
3.018	1	0	2	-94.5095
3.018	1	0	3	-98.0343
3.018	1	0	4	-83.3773
3.018	1	0	5	-98.3221
3.018	1	0	6	-85.4509
3.018	1	0	7	-95.9592
3.018	1	0	8	-67.5873
3.018	1	0	9	-102.589
3.019	1	0	0	-68.4184
3.019	1	0	1	-64.0342
3.019	1	0	2	-94.5095
3.019	1	0	3	-98.0343
3.019	1	0	4	-83.3773
3.019	1	0	5	-98.3221
3.019	1	0	6	-85.4509
3.019	1	0	7	-95.9592
3.019	1	0	8	-67.5873
3.019	1	0	9	-102.589
3.02	1	0	0	-68.4184
3.02	1	0	1	-64.0342
3.02	1	0	2	-94.5095
3.02	1	0	3	-98.0343
3.02	1	0	4	-83.3773
3.02	1	0	5	-98.3221
3.02	1	0	6	-85.4509
3.02	1	0	7	-95.9592
3.02	1	0	8	-67.5873
3.02	1	0	9	-102.589
3.021	1	0	0	-68.4184
3.021	1	0	1	-64.0342
3.021	1	0	2	-94.5095
3.021	1	0	3	-98.0343
3.021	1	0	4	-83.3773
3.021	1	0	5	-98.3221
3.021	1	0	6	-85.4509
3.021	1	0	7	-95.9592
3.021	1	0	8	-67.5873
3.021	1	0	9	-102.589
3.022	1	0	0	-68.4184
3.022	1	0	1	-64.0342
3.022	1	0	2	-94.5095
3.022	1	0	3	-98.0343
3.022	1	0	4	-83.3773
3.022	1	0	5	-98.3221
3.022	1	0	6	-85.4509
3.022	1	0	7	-95.9592
3.022	1	0	8	-67.5873
3.022	1	0	9	-102.589
3.023	1	0	0	-68.4184
3.023	1	0	1	-64.0342
3.023	1	0	2	-94.5095
3.023	1	0	3	-98.0343
3.023	1	0	4	-83.3773
3.023	1	0	5	-98.3221
3.023	1	0	6	-85.4509
3.023	1	0	7	-95.9592
3.023	1	0	8	-67.5873
3.023	1	0	9	-102.589
3.024	1	0	0	-68.4184
3.024	1	0	1	-64.0342
3.024	1	0	2	-94.5095
3.024	1	0	3	-98.0343
3.024	1	0	4	-83.3773
3.024	1	0	5	-98.3221
3.024	1	0	6	-85.4509
3.024	1	0	7	-95.9592
3.024	1	0	8	-67.5873
3.024	1	0	9	-102.589
3.025	1	0	0	-68.4184
3.025	1	0	1	-64.0342
3.025	1	0	2	-94.5095
3.025	1	0	3	-98.0343
3.025	1	0	4	-83.3773
3.025	1	0	5	-98.3221
3.025	1	0	6	-85.4509
3.025	1	0	7	-95.9592
3.025	1	0	8	-67.5873
3.025	1	0	9	-102.589
3.03	1	0	0	-68.4184
3.03	1	0	1	-64.0342
3.03	1	0	2	-94.5095
3.03	1	0	3	-98.0343
3.03	1	0	4	-83.3773
3.03	1	0	5	-98.3221
3.03	1	0	6	-85.4509
3.03	1	0	7	-95.9592
3.03	1	0	8	-67.5873
3.03	1	0	9	-102.589
3.035	1	0	0	-68.4184
3.035	1	0	1	-64.0342
3.035	1	0	2	-94.5095
3.035	1	0	3	-98.0343
3.035	1	0	4	-83.3773
3.035	1	0	5	-98.3221
3.035	1	0	6	-85.4509
3.035	1	0	7	-95.9592
3.035	1	0	8	-67.5873
3.035	1	0	9	-102.589
3.04	1	0	0	-68.4184
3.04	1	0	1	-64.0342
3.04	1	0	2	-94.5095
3.04	1	0	3	-98.0343
3.04	1	0	4	-83.3773
3.04	1	0	5	-98.3221
3.04	1	0	6	-85.4509
3.04	1	0	7	-95.9592
3.04	1	0	8	-67.5873
3.04	1	0	9	-102.589
3.045	1	0	0	-68.4184
3.045	1	0	1	-64.0342
3.045	1	0	2	-94.5095
3.045	1	0	3	-98.0343
3.045	1	0	4	-83.3773
3.045	1	0	5	-98.3221
3.045	1	0	6	-85.4509
3.045	1	0	7	-95.9592
3.045	1	0	8	-67.5873
3.045	1	0	9	-102.589
3.049	1	0	0	-68.4184
3.049	1	0	1	-64.0342
3.049	1	0	2	-94.5095
3.049	1	0	3	-98.0343
3.049	1	0	4	-83.3773
3.049	1	0	5	-98.3221
3.049	1	0	6	-85.4509
3.049	1	0	7	-95.9592
3.049	1	0	8	-67.5873
3.049	1	0	9	-102.589
3.05	1	0	0	-68.4184
3.05	1	0	1	-64.0342
3.05	1	0	2	-94.5095
3.05	1	0	3	-98.0343
3.05	1	0	4	-83.3773
3.05	1	0	5	-98.3221
3.05	1	0	6	-85.4509
3.05	1	0	7	-95.9592
3.05	1	0	8	-67.5873
3.05	1	0	9	-102.589
3.055	1	0	0	-68.4184
3.055	1	0	1	-64.0342
3.055	1	0	2	-94.5095
3.055	1	0	3	-98.0343
3.055	1	0	4	-83.3773
3.055	1	0	5	-98.3221
3.055	1	0	6	-85.4509
3.055	1	0	7	-95.9592
3.055	1	0	8	-67.5873
3.055	1	0	9	-102.589
3.06	1	0	0	-68.4184
3.06	1	0	1	-64.0342
3.06	1	0	2	-94.5095
3.06	1	0	3	-98.0343
3.06	1	0	4	-83.3773
3.06	1	0	5	-98.3221
3.06	1	0	6	-85.4509
3.06	1	0	7	-95.9592
3.06	1	0	8	-67.5873
3.06	1	0	9	-102.589
3.062	1	0	0	-68.4184
3.062	1	0	1	-64.0342
3.062	1	0	2	-94.5095
3.062	1	0	3	-98.0343
3.062	1	0	4	-83.3773
3.062	1	0	5	-98.3221
3.062	1	0	6	-85.4509
3.062	1	0	7	-95.9592
3.062	1	0	8	-67.5873
3.062	1	0	9	-102.589
3.063	1	0	0	-68.4184
3.063	1	0	1	-64.0342
3.063	1	0	2	-94.5095
3.063	1	0	3	-98.0343
3.063	1	0	4	-83.3773
3.063	1	0	5	-98.3221
3.063	1	0	6	-85.4509
3.063	1	0	7	-95.9592
3.063	1	0	8	-67.5873
3.063	1	0	9	-102.589
3.065	1	0	0	-68.4184
3.065	1	0	1	-64.0342
3.065	1	0	2	-94.5095
3.065	1	0	3	-98.0343
3.065	1	0	4	-83.3773
3.065	1	0	5	-98.3221
3.065	1	0	6	-85.4509
3.065	1	0	7	-95.9592
3.065	1	0	8	-67.5873
3.065	1	0	9	-102.589
3.07	1	0	0	-68.4184
3.07	1	0	1	-64.0342
3.07	1	0	2	-94.5095
3.07	1	0	3	-98.0343
3.07	1	0	4	-83.3773
3.07	1	0	5	-98.3221
3.07	1	0	6	-85.4509
3.07	1	0	7	-95.9592
3.07	1	0	8	-67.5873
3.07	1	0	9	-102.589
3.075	1	0	0	-68.4184
3.075	1	0	1	-64.0342
3.075	1	0	2	-94.5095
3.075	1	0	3	-98.0343
3.075	1	0	4	-83.3773
3.075	1	0	5	-98.3221
3.075	1	0	6	-85.4509
3.075	1	0	7	-95.9592
3.075	1	0	8	-67.5873
3.075	1	0	9	-102.589
3.077	1	0	0	-68.4184
3.077	1	0	1	-64.0342
3.077	1	0	2	-94.5095
3.077	1	0	3	-98.0343
3.077	1	0	4	-83.3773
3.077	1	0	5	-98.3221
3.077	1	0	6	-85.4509
3.077	1	0	7	-95.9592
3.077	1	0	8	-67.5873
3.077	1	0	9	-102.589
3.079	1	0	0	-68.4184
3.079	1	0	1	-64.0342
3.079	1	0	2	-94.5095
3.079	1	0	3	-98.0343
3.079	1	0	4	-83.3773
3.079	1	0	5	-98.3221
3.079	1	0	6	-85.4509
3.079	1	0	7	-95.9592
3.079	1	0	8	-67.5873
3.079	1	0	9	-102.589
3.08	1	0	0	-68.4184
3.08	1	0	1	-64.0342
3.08	1	0	2	-94.5095
3.08	1	0	3	-98.0343
3.08	1	0	4	-83.3773
3.08	1	0	5	-98.3221
3.08	1	0	6	-85.4509
3.08	1	0	7	-95.9592
3.08	1	0	8	-67.5873
3.08	1	0	9	-102.589
3.085	1	0	0	-68.4184
3.085	1	0	1	-64.0342
3.085	1	0	2	-94.5095
3.085	1	0	3	-98.0343
3.085	1	0	4	-83.3773
3.085	1	0	5	-98.3221
3.085	1	0	6	-85.4509
3.085	1	0	7	-95.9592
3.085	1	0	8	-67.5873
3.085	1	0	9	-102.589
3.09	1	0	0	-68.4184
3.09	1	0	1	-64.0342
3.09	1	0	2	-94.5095
3.09	1	0	3	-98.0343
3.09	1	0	4	-83.3773
3.09	1	0	5	-98.3221
3.09	1	0	6	-85.4509
3.09	1	0	7	-95.9592
3.09	1	0	8	-67.5873
3.09	1	0	9	-102.589
3.095	1	0	0	-68.4184
3.095	1	0	1	-64.0342
3.095	1	0	2	-94.5095
3.095	1	0	3	-98.0343
3.095	1	0	4	-83.3773
3.095	1	0	5	-98.3221
3.095	1	0	6	-85.4509
3.095	1	0	7	-95.9592
3.095	1	0	8	-67.5873
3.095	1	0	9	-102.589
3.097	1	0	0	-68.4184
3.097	1	0	1	-64.0342
3.097	1	0	2	-94.5095
3.097	1	0	3	-98.0343
3.097	1	0	4	-83.3773
3.097	1	0	5	-98.3221
3.097	1	0	6	-85.4509
3.097	1	0	7	-95.9592
3.097	1	0	8	-67.5873
3.097	1	0	9	-102.589
3.1	1	0	0	-68.4184
3.1	1	0	1	-64.0342
3.1	1	0	2	-94.5095
3.1	1	0	3	-98.0343
3.1	1	0	4	-83.3773
3.1	1	0	5	-98.3221
3.1	1	0	6	-85.4509
3.1	1	0	7	-95.9592
3.1	1	0	8	-67.5873
3.1	1	0	9	-102.589
3.105	1	0	0	-68.4184
3.105	1	0	1	-64.0342
3.105	1	0	2	-94.5095
3.105	1	0	3	-98.0343
3.105	1	0	4	-83.3773
3.105	1	0	5	-98.3221
3.105	1	0	6	-85.4509
3.105	1	0	7	-95.9592
3.105	1	0	8	-67.5873
3.105	1	0	9	-102.589
3.11	1	0	0	-68.4184
3.11	1	0	1	-64.0342
3.11	1	0	2	-94.5095
3.11	1	0	3	-98.0343
3.11	1	0	4	-83.3773
3.11	1	0	5	-98.3221
3.11	1	0	6	-85.4509
3.11	1	0	7	-95.9592
3.11	1	0	8	-67.5873
3.11	1	0	9	-102.589
3.111	1	0	0	-68.4184
3.111	1	0	1	-64.0342
3.111	1	0	2	-94.5095
3.111	1	0	3	-98.0343
3.111	1	0	4	-83.3773
3.111	1	0	5	-98.3221
3.111	1	0	6	-85.4509
3.111	1	0	7	-95.9592
3.111	1	0	8	-67.5873
3.111	1	0	9	-102.589
3.112	1	0	0	-68.4184
3.112	1	0	1	-64.0342
3.112	1	0	2	-94.5095
3.112	1	0	3	-98.0343
3.112	1	0	4	-83.3773
3.112	1	0	5	-98.3221
3.112	1	0	6	-85.4509
3.112	1	0	7	-95.9592
3.112	1	0	8	-67.5873
3.112	1	0	9	-102.589
3.113	1	0	0	-68.4184
3.113	1	0	1	-64.0342
3.113	1	0	2	-94.5095
3.113	1	0	3	-98.0343
3.113	1	0	4	-83.3773
3.113	1	0	5	-98.3221
3.113	1	0	6	-85.4509
3.113	1	0	7	-95.9592
3.113	1	0	8	-67.5873
3.113	1	0	9	-102.589
3.114	1	0	0	-68.4184
3.114	1	0	1	-64.0342
3.114	1	0	2	-94.5095
3.114	1	0	3	-98.0343
3.114	1	0	4	-83.3773
3.114	1	0	5	-98.3221
3.114	1	0	6	-85.4509
3.114	1	0	7	-95.9592
3.114	1	0	8	-67.5873
3.114	1	0	9	-102.589
3.115	1	0	0	-68.4184
3.115	1	0	1	-64.0342
3.115	1	0	2	-94.5095
3.115	1	0	3	-98.0343
3.115	1	0	4	-83.3773
3.115	1	0	5	-98.3221
3.115	1	0	6	-85.4509
3.115	1	0	7	-95.9592
3.115	1	0	8	-67.5873
3.115	1	0	9	-102.589
3.116	1	0	0	-68.4184
3.116	1	0	1	-64.0342
3.116	1	0	2	-94.5095
3.116	1	0	3	-98.0343
3.116	1	0	4	-83.3773
3.116	1	0	5	-98.3221
3.116	1	0	6	-85.4509
3.116	1	0	7	-95.9592
3.116	1	0	8	-67.5873
3.116	1	0	9	-102.589
3.117	1	0	0	-68.4184
3.117	1	0	1	-64.0342
3.117	1	0	2	-94.5095
3.117	1	0	3	-98.0343
3.117	1	0	4	-83.3773
3.117	1	0	5	-98.3221
3.117	1	0	6	-85.4509
3.117	1	0	7	-95.9592
3.117	1	0	8	-67.5873
3.117	1	0	9	-102.589
3.118	1	0	0	-68.4184
3.118	1	0	1	-64.0342
3.118	1	0	2	-94.5095
3.118	1	0	3	-98.0343
3.118	1	0	4	-83.3773
3.118	1	0	5	-98.3221
3.118	1	0	6	-85.4509
3.118	1	0	7	-95.9592
3.118	1	0	8	-67.5873
3.118	1	0	9	-102.589
3.119	1	0	0	-68.4184
3.119	1	0	1	-64.0342
3.119	1	0	2	-94.5095
3.119	1	0	3	-98.0343
3.119	1	0	4	-83.3773
3.119	1	0	5	-98.3221
3.119	1	0	6	-85.4509
3.119	1	0	7	-95.9592
3.119	1	0	8	-67.5873
3.119	1	0	9	-102.589
3.12	1	0	0	-68.4184
3.12	1	0	1	-64.0342
3.12	1	0	2	-94.5095
3.12	1	0	3	-98.0343
3.12	1	0	4	-83.3773
3.12	1	0	5	-98.3221
3.12	1	0	6	-85.4509
3.12	1	0	7	-95.9592
3.12	1	0	8	-67.5873
3.12	1	0	9	-102.589
3.121	1	0	0	-68.4184
3.121	1	0	1	-64.0342
3.121	1	0	2	-94.5095
3.121	1	0	3	-98.0343
3.121	1	0	4	-83.3773
3.121	1	0	5	-98.3221
3.121	1	0	6	-85.4509
3.121	1	0	7	-95.9592
3.121	1	0	8	-67.5873
3.121	1	0	9	-102.589
3.122	1	0	0	-68.4184
3.122	1	0	1	-64.0342
3.122	1	0	2	-94.5095
3.122	1	0	3	-98.0343
3.122	1	0	4	-83.3773
3.122	1	0	5	-98.3221
3.122	1	0	6	-85.4509
3.122	1	0	7	-95.9592
3.122	1	0	8	-67.5873
3.122	1	0	9	-102.589
3.123	1	0	0	-68.4184
3.123	1	0	1	-64.0342
3.123	1	0	2	-94.5095
3.123	1	0	3	-98.0343
3.123	1	0	4	-83.3773
3.123	1	0	5	-98.3221
3.123	1	0	6	-85.4509
3.123	1	0	7	-95.9592
3.123	1	0	8	-67.5873
3.123	1	0	9	-102.589
3.124	1	0	0	-68.4184
3.124	1	0	1	-64.0342
3.124	1	0	2	-94.5095
3.124	1	0	3	-98.0343
3.124	1	0	4	-83.3773
3.124	1	0	5	-98.3221
3.124	1	0	6	-85.4509
3.124	1	0	7	-95.9592
3.124	1	0	8	-67.5873
3.124	1	0	9	-102.589
3.125	1	0	0	-68.4184
3.125	1	0	1	-64.0342
3.125	1	0	2	-94.5095
3.125	1	0	3	-98.0343
3.125	1	0	4	-83.3773
3.125	1	0	5	-98.3221
3.125	1	0	6	-85.4509
3.125	1	0	7	-95.9592
3.125	1	0	8	-67.5873
3.125	1	0	9	-102.589
3.127	1	0	0	-68.4184
3.127	1	0	1	-64.0342
3.127	1	0	2	-94.5095
3.127	1	0	3	-98.0343
3.127	1	0	4	-83.3773
3.127	1	0	5	-98.3221
3.127	1	0	6	-85.4509
3.127	1	0	7	-95.9592
3.127	1	0	8	-67.5873
3.127	1	0	9	-102.589
3.128	1	0	0	-68.4184
3.128	1	0	1	-64.0342
3.128	1	0	2	-94.5095
3.128	1	0	3	-98.0343
3.128	1	0	4	-83.3773
3.128	1	0	5	-98.3221
3.128	1	0	6	-85.4509
3.128	1	0	7	-95.9592
3.128	1	0	8	-67.5873
3.128	1	0	9	-102.589
3.129	1	0	0	-68.4184
3.129	1	0	1	-64.0342
3.129	1	0	2	-94.5095
3.129	1	0	3	-98.0343
3.129	1	0	4	-83.3773
3.129	1	0	5	-98.3221
3.129	1	0	6	-85.4509
3.129	1	0	7	-95.9592
3.129	1	0	8	-67.5873
3.129	1	0	9	-102.589
3.13	1	0	0	-68.4184
3.13	1	0	1	-64.0342
3.13	1	0	2	-94.5095
3.13	1	0	3	-98.0343
3.13	1	0	4	-83.3773
3.13	1	0	5	-98.3221
3.13	1	0	6	-85.4509
3.13	1	0	7	-95.9592
3.13	1	0	8	-67.5873
3.13	1	0	9	-102.589
3.131	1	0	0	-68.4184
3.131	1	0	1	-64.0342
3.131	1	0	2	-94.5095
3.131	1	0	3	-98.0343
3.131	1	0	4	-83.3773
3.131	1	0	5	-98.3221
3.131	1	0	6	-85.4509
3.131	1	0	7	-95.9592
3.131	1	0	8	-67.5873
3.131	1	0	9	-102.589
3.132	1	0	0	-68.4184
3.132	1	0	1	-64.0342
3.132	1	0	2	-94.5095
3.132	1	0	3	-98.0343
3.132	1	0	4	-83.3773
3.132	1	0	5	-98.3221
3.132	1	0	6	-85.4509
3.132	1	0	7	-95.9592
3.132	1	0	8	-67.5873
3.132	1	0	9	-102.589
3.133	1	0	0	-68.4184
3.133	1	0	1	-64.0342
3.133	1	0	2	-94.5095
3.133	1	0	3	-98.0343
3.133	1	0	4	-83.3773
3.133	1	0	5	-98.3221
3.133	1	0	6	-85.4509
3.133	1	0	7	-95.9592
3.133	1	0	8	-67.5873
3.133	1	0	9	-102.589
3.134	1	0	0	-68.4184
3.134	1	0	1	-64.0342
3.134	1	0	2	-94.5095
3.134	1	0	3	-98.0343
3.134	1	0	4	-83.3773
3.134	1	0	5	-98.3221
3.134	1	0	6	-85.4509
3.134	1	0	7	-95.9592
3.134	1	0	8	-67.5873
3.134	1	0	9	-102.589
3.135	1	0	0	-68.4184
3.135	1	0	1	-64.0342
3.135	1	0	2	-94.5095
3.135	1	0	3	-98.0343
3.135	1	0	4	-83.3773
3.135	1	0	5	-98.3221
3.135	1	0	6	-85.4509
3.135	1	0	7	-95.9592
3.135	1	0	8	-67.5873
3.135	1	0	9	-102.589
3.136	1	0	0	-68.4184
3.136	1	0	1	-64.0342
3.136	1	0	2	-94.5095
3.136	1	0	3	-98.0343
3.136	1	0	4	-83.3773
3.136	1	0	5	-98.3221
3.136	1	0	6	-85.4509
3.136	1	0	7	-95.9592
3.136	1	0	8	-67.5873
3.136	1	0	9	-102.589
3.14	1	0	0	-68.4184
3.14	1	0	1	-64.0342
3.14	1	0	2	-94.5095
3.14	1	0	3	-98.0343
3.14	1	0	4	-83.3773
3.14	1	0	5	-98.3221
3.14	1	0	6	-85.4509
3.14	1	0	7	-95.9592
3.14	1	0	8	-67.5873
3.14	1	0	9	-102.589
3.142	1	0	0	-68.4184
3.142	1	0	1	-64.0342
3.142	1	0	2	-94.5095
3.142	1	0	3	-98.0343
3.142	1	0	4	-83.3773
3.142	1	0	5	-98.3221
3.142	1	0	6	-85.4509
3.142	1	0	7	-95.9592
3.142	1	0	8	-67.5873
3.142	1	0	9	-102.589
3.143	1	0	0	-68.4184
3.143	1	0	1	-64.0342
3.143	1	0	2	-94.5095
3.143	1	0	3	-98.0343
3.143	1	0	4	-83.3773
3.143	1	0	5	-98.3221
3.143	1	0	6	-85.4509
3.143	1	0	7	-95.9592
3.143	1	0	8	-67.5873
3.143	1	0	9	-102.589
3.145	1	0	0	-68.4184
3.145	1	0	1	-64.0342
3.145	1	0	2	-94.5095
3.145	1	0	3	-98.0343
3.145	1	0	4	-83.3773
3.145	1	0	5	-98.3221
3.145	1	0	6	-85.4509
3.145	1	0	7	-95.9592
3.145	1	0	8	-67.5873
3.145	1	0	9	-102.589
3.15	1	0	0	-68.4184
3.15	1	0	1	-64.0342
3.15	1	0	2	-94.5095
3.15	1	0	3	-98.0343
3.15	1	0	4	-83.3773
3.15	1	0	5	-98.3221
3.15	1	0	6	-85.4509
3.15	1	0	7	-95.9592
3.15	1	0	8	-67.5873
3.15	1	0	9	-102.589
3.155	1	0	0	-68.4184
3.155	1	0	1	-64.0342
3.155	1	0	2	-94.5095
3.155	1	0	3	-98.0343
3.155	1	0	4	-83.3773
3.155	1	0	5	-98.3221
3.155	1	0	6	-85.4509
3.155	1	0	7	-95.9592
3.155	1	0	8	-67.5873
3.155	1	0	9	-102.589
3.157	1	0	0	-68.4184
3.157	1	0	1	-64.0342
3.157	1	0	2	-94.5095
3.157	1	0	3	-98.0343
3.157	1	0	4	-83.3773
3.157	1	0	5	-98.3221
3.157	1	0	6	-85.4509
3.157	1	0	7	-95.9592
3.157	1	0	8	-67.5873
3.157	1	0	9	-102.589
3.159	1	0	0	-68.4184
3.159	1	0	1	-64.0342
3.159	1	0	2	-94.5095
3.159	1	0	3	-98.0343
3.159	1	0	4	-83.3773
3.159	1	0	5	-98.3221
3.159	1	0	6	-85.4509
3.159	1	0	7	-95.9592
3.159	1	0	8	-67.5873
3.159	1	0	9	-102.589
3.16	1	0	0	-68.4184
3.16	1	0	1	-64.0342
3.16	1	0	2	-94.5095
3.16	1	0	3	-98.0343
3.16	1	0	4	-83.3773
3.16	1	0	5	-98.3221
3.16	1	0	6	-85.4509
3.16	1	0	7	-95.9592
3.16	1	0	8	-67.5873
3.16	1	0	9	-102.589
3.165	1	0	0	-68.4184
3.165	1	0	1	-64.0342
3.165	1	0	2	-94.5095
3.165	1	0	3	-98.0343
3.165	1	0	4	-83.3773
3.165	1	0	5	-98.3221
3.165	1	0	6	-85.4509
3.165	1	0	7	-95.9592
3.165	1	0	8	-67.5873
3.165	1	0	9	-102.589
3.17	1	0	0	-68.4184
3.17	1	0	1	-64.0342
3.17	1	0	2	-94.5095
3.17	1	0	3	-98.0343
3.17	1	0	4	-83.3773
3.17	1	0	5	-98.3221
3.17	1	0	6	-85.4509
3.17	1	0	7	-95.9592
3.17	1	0	8	-67.5873
3.17	1	0	9	-102.589
3.175	1	0	0	-68.4184
3.175	1	0	1	-64.0342
3.175	1	0	2	-94.5095
3.175	1	0	3	-98.0343
3.175	1	0	4	-83.3773
3.175	1	0	5	-98.3221
3.175	1	0	6	-85.4509
3.175	1	0	7	-95.9592
3.175	1	0	8	-67.5873
3.175	1	0	9	-102.589
3.177	1	0	0	-68.4184
3.177	1	0	1	-64.0342
3.177	1	0	2	-94.5095
3.177	1	0	3	-98.0343
3.177	1	0	4	-83.3773
3.177	1	0	5	-98.3221
3.177	1	0	6	-85.4509
3.177	1	0	7	-95.9592
3.177	1	0	8	-67.5873
3.177	1	0	9	-102.589
3.18	1	0	0	-68.4184
3.18	1	0	1	-64.0342
3.18	1	0	2	-94.5095
3.18	1	0	3	-98.0343
3.18	1	0	4	-83.3773
3.18	1	0	5	-98.3221
3.18	1	0	6	-85.4509
3.18	1	0	7	-95.9592
3.18	1	0	8	-67.5873
3.18	1	0	9	-102.589
3.185	1	0	0	-68.4184
3.185	1	0	1	-64.0342
3.185	1	0	2	-94.5095
3.185	1	0	3	-98.0343
3.185	1	0	4	-83.3773
3.185	1	0	5	-98.3221
3.185	1	0	6	-85.4509
3.185	1	0	7	-95.9592
3.185	1	0	8	-67.5873
3.185	1	0	9	-102.589
3.19	1	0	0	-68.4184
3.19	1	0	1	-64.0342
3.19	1	0	2	-94.5095
3.19	1	0	3	-98.0343
3.19	1	0	4	-83.3773
3.19	1	0	5	-98.3221
3.19	1	0	6	-85.4509
3.19	1	0	7	-95.9592
3.19	1	0	8	-67.5873
3.19	1	0	9	-102.589
3.195	1	0	0	-68.4184
3.195	1	0	1	-64.0342
3.195	1	0	2	-94.5095
3.195	1	0	3	-98.0343
3.195	1	0	4	-83.3773
3.195	1	0	5	-98.3221
3.195	1	0	6	-85.4509
3.195	1	0	7	-95.9592
3.195	1	0	8	-67.5873
3.195	1	0	9	-102.589
3.2	1	0	0	-68.4184
3.2	1	0	1	-64.0342
3.2	1	0	2	-94.5095
3.2	1	0	3	-98.0343
3.2	1	0	4	-83.3773
3.2	1	0	5	-98.3221
3.2	1	0	6	-85.4509
3.2	1	0	7	-95.9592
3.2	1	0	8	-67.5873
3.2	1	0	9	-102.589
3.205	1	0	0	-68.4184
3.205	1	0	1	-64.0342
3.205	1	0	2	-94.5095
3.205	1	0	3	-98.0343
3.205	1	0	4	-83.3773
3.205	1	0	5	-98.3221
3.205	1	0	6	-85.4509
3.205	1	0	7	-95.9592
3.205	1	0	8	-67.5873
3.205	1	0	9	-102.589
3.206	1	0	0	-68.4184
3.206	1	0	1	-64.0342
3.206	1	0	2	-94.5095
3.206	1	0	3	-98.0343
3.206	1	0	4	-83.3773
3.206	1	0	5	-98.3221
3.206	1	0	6	-85.4509
3.206	1	0	7	-95.9592
3.206	1	0	8	-67.5873
3.206	1	0	9	-102.589
3.209	1	0	0	-68.4184
3.209	1	0	1	-64.0342
3.209	1	0	2	-94.5095
3.209	1	0	3	-98.0343
3.209	1	0	4	-83.3773
3.209	1	0	5	-98.3221
3.209	1	0	6	-85.4509
3.209	1	0	7	-95.9592
3.209	1	0	8	-67.5873
3.209	1	0	9	-102.589
3.21	1	0	0	-68.4184
3.21	1	0	1	-64.0342
3.21	1	0	2	-94.5095
3.21	1	0	3	-98.0343
3.21	1	0	4	-83.3773
3.21	1	0	5	-98.3221
3.21	1	0	6	-85.4509
3.21	1	0	7	-95.9592
3.21	1	0	8	-67.5873
3.21	1	0	9	-102.589
3.211	1	0	0	-68.4184
3.211	1	0	1	-64.0342
3.211	1	0	2	-94.5095
3.211	1	0	3	-98.0343
3.211	1	0	4	-83.3773
3.211	1	0	5	-98.3221
3.211	1	0	6	-85.4509
3.211	1	0	7	-95.9592
3.211	1	0	8	-67.5873
3.211	1	0	9	-102.589
3.212	1	0	0	-68.4184
3.212	1	0	1	-64.0342
3.212	1	0	2	-94.5095
3.212	1	0	3	-98.0343
3.212	1	0	4	-83.3773
3.212	1	0	5	-98.3221
3.212	1	0	6	-85.4509
3.212	1	0	7	-95.9592
3.212	1	0	8	-67.5873
3.212	1	0	9	-102.589
3.213	1	0	0	-68.4184
3.213	1	0	1	-64.0342
3.213	1	0	2	-94.5095
3.213	1	0	3	-98.0343
3.213	1	0	4	-83.3773
3.213	1	0	5	-98.3221
3.213	1	0	6	-85.4509
3.213	1	0	7	-95.9592
3.213	1	0	8	-67.5873
3.213	1	0	9	-102.589
3.215	1	0	0	-68.4184
3.215	1	0	1	-64.0342
3.215	1	0	2	-94.5095
3.215	1	0	3	-98.0343
3.215	1	0	4	-83.3773
3.215	1	0	5	-98.3221
3.215	1	0	6	-85.4509
3.215	1	0	7	-95.9592
3.215	1	0	8	-67.5873
3.215	1	0	9	-102.589
3.216	1	0	0	-68.4184
3.216	1	0	1	-64.0342
3.216	1	0	2	-94.5095
3.216	1	0	3	-98.0343
3.216	1	0	4	-83.3773
3.216	1	0	5	-98.3221
3.216	1	0	6	-85.4509
3.216	1	0	7	-95.9592
3.216	1	0	8	-67.5873
3.216	1	0	9	-102.589
3.217	1	0	0	-68.4184
3.217	1	0	1	-64.0342
3.217	1	0	2	-94.5095
3.217	1	0	3	-98.0343
3.217	1	0	4	-83.3773
3.217	1	0	5	-98.3221
3.217	1	0	6	-85.4509
3.217	1	0	7	-95.9592
3.217	1	0	8	-67.5873
3.217	1	0	9	-102.589
3.218	1	0	0	-68.4184
3.218	1	0	1	-64.0342
3.218	1	0	2	-94.5095
3.218	1	0	3	-98.0343
3.218	1	0	4	-83.3773
3.218	1	0	5	-98.3221
3.218	1	0	6	-85.4509
3.218	1	0	7	-95.9592
3.218	1	0	8	-67.5873
3.218	1	0	9	-102.589
3.219	1	0	0	-68.4184
3.219	1	0	1	-64.0342
3.219	1	0	2	-94.5095
3.219	1	0	3	-98.0343
3.219	1	0	4	-83.3773
3.219	1	0	5	-98.3221
3.219	1	0	6	-85.4509
3.219	1	0	7	-95.9592
3.219	1	0	8	-67.5873
3.219	1	0	9	-102.589
3.22	1	0	0	-68.4184
3.22	1	0	1	-64.0342
3.22	1	0	2	-94.5095
3.22	1	0	3	-98.0343
3.22	1	0	4	-83.3773
3.22	1	0	5	-98.3221
3.22	1	0	6	-85.4509
3.22	1	0	7	-95.9592
3.22	1	0	8	-67.5873
3.22	1	0	9	-102.589
3.221	1	0	0	-68.4184
