time(s)	cellId	rnti	lcid	packetSize
0.297386	3	2	3	58
0.297386	3	2	3	58
0.297386	3	2	3	58
0.297386	3	2	3	58
0.298386	1	2	3	58
0.298386	1	2	3	58
0.298386	1	2	3	58
0.298386	1	2	3	58
0.298386	1	2	3	58
0.298386	1	2	3	58
0.298386	1	2	3	58
0.298386	1	2	3	58
0.298386	1	2	3	58
0.298386	3	2	3	58
0.298386	3	2	3	58
0.298386	3	2	3	58
0.298386	3	2	3	58
0.298386	3	2	3	58
0.298386	3	2	3	58
0.298386	3	2	3	58
0.298386	3	2	3	58
0.298386	3	2	3	58
0.299386	1	2	3	58
0.299386	1	2	3	58
0.299386	1	2	3	58
0.299386	1	2	3	58
0.299386	1	2	3	58
0.299386	1	2	3	58
0.299386	1	2	3	58
0.299386	1	2	3	58
0.299386	1	2	3	58
0.299386	3	2	3	58
0.299386	3	2	3	58
0.299386	3	2	3	58
0.299386	3	2	3	58
0.299386	3	2	3	58
0.299386	3	2	3	58
0.299386	3	2	3	58
0.299386	3	2	3	58
0.299386	3	2	3	58
0.300386	1	2	3	58
0.300386	1	2	3	58
0.300386	1	2	3	58
0.300386	1	2	3	58
0.300386	1	2	3	58
0.300386	1	2	3	58
0.300386	1	2	3	58
0.300386	1	2	3	58
0.300386	1	2	3	58
0.300386	3	2	3	58
0.300386	3	2	3	58
0.300386	3	2	3	58
0.300386	3	2	3	58
0.300386	3	2	3	58
0.300386	3	2	3	58
0.300386	3	2	3	58
0.300386	3	2	3	58
0.300386	3	2	3	58
0.301386	1	2	3	58
0.301386	1	2	3	58
0.301386	1	2	3	58
0.301386	1	2	3	58
0.301386	1	2	3	58
0.301386	1	2	3	58
0.301386	1	2	3	58
0.301386	1	2	3	58
0.301386	1	2	3	58
0.301386	3	2	3	58
0.301386	3	2	3	58
0.301386	3	2	3	58
0.301386	3	2	3	58
0.301386	3	2	3	58
0.301386	3	2	3	58
0.301386	3	2	3	58
0.301386	3	2	3	58
0.301386	3	2	3	58
0.302386	1	2	3	58
0.302386	1	2	3	58
0.302386	1	2	3	58
0.302386	1	2	3	58
0.302386	1	2	3	58
0.302386	1	2	3	58
0.302386	1	2	3	58
0.302386	1	2	3	58
0.302386	1	2	3	58
0.302386	3	2	3	58
0.302386	3	2	3	58
0.302386	3	2	3	58
0.302386	3	2	3	58
0.302386	3	2	3	58
0.302386	3	2	3	58
0.302386	3	2	3	58
0.302386	3	2	3	58
0.302386	3	2	3	58
0.303386	1	2	3	58
0.303386	1	2	3	58
0.303386	1	2	3	58
0.303386	1	2	3	58
0.303386	1	2	3	58
0.303386	1	2	3	58
0.303386	1	2	3	58
0.303386	1	2	3	58
0.303386	1	2	3	58
0.303386	3	2	3	58
0.303386	3	2	3	58
0.303386	3	2	3	58
0.303386	3	2	3	58
0.303386	3	2	3	58
0.303386	3	2	3	58
0.303386	3	2	3	58
0.303386	3	2	3	58
0.303386	3	2	3	58
0.304386	1	2	3	58
0.304386	1	2	3	58
0.304386	1	2	3	58
0.304386	1	2	3	58
0.304386	1	2	3	58
0.304386	1	2	3	58
0.304386	1	2	3	58
0.304386	1	2	3	58
0.304386	1	2	3	58
0.304386	3	2	3	58
0.304386	3	2	3	58
0.304386	3	2	3	58
0.304386	3	2	3	58
0.304386	3	2	3	58
0.304386	3	2	3	58
0.304386	3	2	3	58
0.304386	3	2	3	58
0.304386	3	2	3	58
