Time	direction	frame	subF	slot	1stSym	nSymbol	cellId	bwpId	rnti	tbSize	mcs	rank	rv	SINR(dB)	CQI	corrupt	TBler
2.00736	UL	200	7	0	4	1	1	0	3	43	0	1	0	-1.04082	255	0	0
2.00736	UL	200	7	0	4	1	1	0	3	43	0	1	0	-1.04082	255	0	0
2.00743	UL	200	7	0	5	1	1	0	4	43	0	1	0	-0.797567	255	0	0
2.00743	UL	200	7	0	5	1	1	0	4	43	0	1	0	-0.797567	255	0	0
2.0075	UL	200	7	0	6	1	1	0	5	43	0	1	0	9.92384	255	0	0
2.0075	UL	200	7	0	6	1	1	0	5	43	0	1	0	9.92384	255	0	0
2.00757	UL	200	7	0	7	1	1	0	6	43	0	1	0	-3.46658	255	0	0
2.00757	UL	200	7	0	7	1	1	0	6	43	0	1	0	-3.46658	255	0	0
2.00764	UL	200	7	0	8	1	1	0	7	43	0	1	0	9.98643	255	0	0
2.00764	UL	200	7	0	8	1	1	0	7	43	0	1	0	9.98643	255	0	0
2.00771	UL	200	7	0	9	1	1	0	8	43	0	1	0	-5.60187	255	0	0.00512113
2.00771	UL	200	7	0	9	1	1	0	8	43	0	1	0	-5.60187	255	0	0.00512113
2.00779	UL	200	7	0	10	1	1	0	9	43	0	1	0	19.5757	255	0	0
2.00779	UL	200	7	0	10	1	1	0	9	43	0	1	0	19.5757	255	0	0
2.00786	UL	200	7	0	11	1	1	0	10	43	0	1	0	-8.05637	255	1	0.993048
2.00786	UL	200	7	0	11	1	1	0	10	43	0	1	0	-8.05637	255	1	0.993048
2.00886	UL	200	8	0	11	1	1	0	1	43	0	1	0	22.597	255	0	0
2.00886	UL	200	8	0	11	1	1	0	1	43	0	1	0	22.597	255	0	0
2.00893	UL	200	8	0	12	1	1	0	2	43	0	1	0	25.2595	255	0	0
2.00893	UL	200	8	0	12	1	1	0	2	43	0	1	0	25.2595	255	0	0
2.01221	UL	201	2	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01221	UL	201	2	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01236	UL	201	2	0	3	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.01236	UL	201	2	0	3	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.0125	UL	201	2	0	5	2	1	0	5	1402	16	1	0	9.92384	255	0	0.00760566
2.0125	UL	201	2	0	5	2	1	0	5	1402	16	1	0	9.92384	255	0	0.00760566
2.01264	UL	201	2	0	7	2	1	0	6	172	3	1	0	-3.46658	255	0	0.00394368
2.01264	UL	201	2	0	7	2	1	0	6	172	3	1	0	-3.46658	255	0	0.00394368
2.01271	UL	201	2	0	9	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.01271	UL	201	2	0	9	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.01279	UL	201	2	0	10	1	1	0	8	43	0	1	0	-5.60187	255	0	0.00512113
2.01279	UL	201	2	0	10	1	1	0	8	43	0	1	0	-5.60187	255	0	0.00512113
2.01286	UL	201	2	0	11	1	1	0	9	1490	26	1	0	19.5757	255	0	2.98e-09
2.01286	UL	201	2	0	11	1	1	0	9	1490	26	1	0	19.5757	255	0	2.98e-09
2.01293	UL	201	2	0	12	1	1	0	10	43	0	1	1	-8.05637	255	0	1.9297e-06
2.01293	UL	201	2	0	12	1	1	0	10	43	0	1	1	-8.05637	255	0	1.9297e-06
2.01314	UL	201	3	0	1	1	1	0	1	1557	27	1	0	22.597	255	0	0.00906412
2.01314	UL	201	3	0	1	1	1	0	1	1557	27	1	0	22.597	255	0	0.00906412
2.01329	UL	201	3	0	2	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01329	UL	201	3	0	2	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01343	UL	201	3	0	4	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.01343	UL	201	3	0	4	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.01364	UL	201	3	0	6	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.01364	UL	201	3	0	6	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.01371	UL	201	3	0	9	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.01371	UL	201	3	0	9	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.01393	UL	201	3	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.01393	UL	201	3	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.01414	UL	201	4	0	1	1	1	0	2	1610	28	1	0	25.2595	255	0	4.12401e-09
2.01414	UL	201	4	0	1	1	1	0	2	1610	28	1	0	25.2595	255	0	4.12401e-09
2.01429	UL	201	4	0	2	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01429	UL	201	4	0	2	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.0145	UL	201	4	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.0145	UL	201	4	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.01471	UL	201	4	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.01471	UL	201	4	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.01493	UL	201	4	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.01493	UL	201	4	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.01521	UL	201	5	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01521	UL	201	5	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01529	UL	201	5	0	3	1	1	0	4	137	5	1	0	-0.797567	255	0	0.00120766
2.01529	UL	201	5	0	3	1	1	0	4	137	5	1	0	-0.797567	255	0	0.00120766
2.01557	UL	201	5	0	4	4	1	0	6	348	3	1	0	-3.46658	255	0	1.92766e-06
2.01557	UL	201	5	0	4	4	1	0	6	348	3	1	0	-3.46658	255	0	1.92766e-06
2.01593	UL	201	5	0	8	5	1	0	8	231	0	1	0	-5.60187	255	0	4.33046e-11
2.01593	UL	201	5	0	8	5	1	0	8	231	0	1	0	-5.60187	255	0	4.33046e-11
2.01614	UL	201	6	0	1	1	1	0	6	84	3	1	0	-3.46658	255	0	0.0564028
2.01693	UL	201	6	0	2	11	1	0	8	512	0	1	0	-5.60187	255	0	0
2.01693	UL	201	6	0	2	11	1	0	8	512	0	1	0	-5.60187	255	0	0
2.01721	UL	201	7	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01743	UL	201	7	0	3	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.01764	UL	201	7	0	6	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.01771	UL	201	7	0	9	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.01793	UL	201	7	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.01821	UL	201	8	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01836	UL	201	8	0	3	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.0185	UL	201	8	0	5	2	1	0	6	172	3	1	0	-3.46658	255	0	0.00394368
2.01871	UL	201	8	0	7	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.01893	UL	201	8	0	10	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.01893	UL	201	8	0	10	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.01921	UL	201	9	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.01929	UL	201	9	0	3	1	1	0	4	137	5	1	0	-0.797567	255	0	0.00120766
2.0195	UL	201	9	0	4	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.01971	UL	201	9	0	7	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.01993	UL	201	9	0	10	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.01993	UL	201	9	0	10	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.0205	UL	202	0	0	1	6	1	0	8	278	0	1	0	-5.60187	255	0	4.33046e-11
2.02093	UL	202	0	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.02093	UL	202	0	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.0215	UL	202	1	0	1	6	1	0	8	278	0	1	0	-5.60187	255	0	4.33046e-11
2.02193	UL	202	1	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.02193	UL	202	1	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.02293	UL	202	2	0	8	5	1	0	10	231	0	1	0	-8.05637	255	1	0.999868
2.02293	UL	202	2	0	8	5	1	0	10	231	0	1	0	-8.05637	255	1	0.999868
2.02393	UL	202	3	0	10	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.02393	UL	202	3	0	10	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.02486	UL	202	4	0	9	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.02486	UL	202	4	0	9	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.02586	UL	202	5	0	6	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.02586	UL	202	5	0	6	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.02693	UL	202	6	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.02693	UL	202	6	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.02786	UL	202	7	0	7	5	1	0	10	231	0	1	1	-8.05637	255	0	0
2.02786	UL	202	7	0	7	5	1	0	10	231	0	1	1	-8.05637	255	0	0
2.10729	UL	210	7	0	3	1	1	0	1	1557	27	1	0	22.597	255	0	0.00906412
2.10729	UL	210	7	0	3	1	1	0	1	1557	27	1	0	22.597	255	0	0.00906412
2.10736	UL	210	7	0	4	1	1	0	2	1610	28	1	0	25.2595	255	0	4.12401e-09
2.10736	UL	210	7	0	4	1	1	0	2	1610	28	1	0	25.2595	255	0	4.12401e-09
2.10743	UL	210	7	0	5	1	1	0	3	137	5	1	0	-1.04082	255	0	0.00386617
2.10743	UL	210	7	0	5	1	1	0	3	137	5	1	0	-1.04082	255	0	0.00386617
2.1075	UL	210	7	0	6	1	1	0	4	137	5	1	0	-0.797567	255	0	0.00120766
2.1075	UL	210	7	0	6	1	1	0	4	137	5	1	0	-0.797567	255	0	0.00120766
2.10757	UL	210	7	0	7	1	1	0	6	84	3	1	0	-3.46658	255	0	0.0564028
2.10757	UL	210	7	0	7	1	1	0	6	84	3	1	0	-3.46658	255	0	0.0564028
2.10764	UL	210	7	0	8	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.10764	UL	210	7	0	8	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.10771	UL	210	7	0	9	1	1	0	8	43	0	1	0	-5.60187	255	0	0.00512113
2.10771	UL	210	7	0	9	1	1	0	8	43	0	1	0	-5.60187	255	0	0.00512113
2.10779	UL	210	7	0	10	1	1	0	9	1490	26	1	0	19.5757	255	0	2.98e-09
2.10779	UL	210	7	0	10	1	1	0	9	1490	26	1	0	19.5757	255	0	2.98e-09
2.10786	UL	210	7	0	11	1	1	0	10	43	0	1	0	-8.05637	255	1	0.993048
2.10786	UL	210	7	0	11	1	1	0	10	43	0	1	0	-8.05637	255	1	0.993048
2.10893	UL	210	8	0	12	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.10893	UL	210	8	0	12	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.11221	UL	211	2	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.11221	UL	211	2	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.11236	UL	211	2	0	3	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.11236	UL	211	2	0	3	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.11257	UL	211	2	0	5	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.11257	UL	211	2	0	5	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.11264	UL	211	2	0	8	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.11264	UL	211	2	0	8	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.11286	UL	211	2	0	9	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.11286	UL	211	2	0	9	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.11293	UL	211	2	0	12	1	1	0	10	43	0	1	1	-8.05637	255	0	1.9297e-06
2.11293	UL	211	2	0	12	1	1	0	10	43	0	1	1	-8.05637	255	0	1.9297e-06
2.11329	UL	211	3	0	1	3	1	0	3	418	5	1	0	-1.04082	255	0	4.15969e-06
2.11329	UL	211	3	0	1	3	1	0	3	418	5	1	0	-1.04082	255	0	4.15969e-06
2.1135	UL	211	3	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.1135	UL	211	3	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.11371	UL	211	3	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.11371	UL	211	3	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.11393	UL	211	3	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.11393	UL	211	3	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.11421	UL	211	4	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.11421	UL	211	4	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.11443	UL	211	4	0	3	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.11443	UL	211	4	0	3	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.1145	UL	211	4	0	6	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.1145	UL	211	4	0	6	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.11471	UL	211	4	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.11471	UL	211	4	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.11493	UL	211	4	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.11493	UL	211	4	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.11514	UL	211	5	0	1	1	1	0	3	137	5	1	0	-1.04082	255	0	0.00386617
2.11543	UL	211	5	0	2	4	1	0	6	348	3	1	0	-3.46658	255	0	1.92766e-06
2.11543	UL	211	5	0	2	4	1	0	6	348	3	1	0	-3.46658	255	0	1.92766e-06
2.11593	UL	211	5	0	6	7	1	0	8	325	0	1	0	-5.60187	255	0	0
2.11593	UL	211	5	0	6	7	1	0	8	325	0	1	0	-5.60187	255	0	0
2.11693	UL	211	6	0	6	7	1	0	8	325	0	1	0	-5.60187	255	0	0
2.11693	UL	211	6	0	6	7	1	0	8	325	0	1	0	-5.60187	255	0	0
2.11729	UL	211	7	0	1	3	1	0	3	418	5	1	0	-1.04082	255	0	4.15969e-06
2.1175	UL	211	7	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.11771	UL	211	7	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.11793	UL	211	7	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.11821	UL	211	8	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.11836	UL	211	8	0	3	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.1185	UL	211	8	0	5	2	1	0	6	172	3	1	0	-3.46658	255	0	0.00394368
2.11871	UL	211	8	0	7	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.11893	UL	211	8	0	10	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.11893	UL	211	8	0	10	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.11936	UL	211	9	0	1	4	1	0	6	348	3	1	0	-3.46658	255	0	1.92766e-06
2.11964	UL	211	9	0	5	4	1	0	8	184	0	1	0	-5.60187	255	0	4.33046e-11
2.11986	UL	211	9	0	9	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.11986	UL	211	9	0	9	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.1205	UL	212	0	0	1	6	1	0	8	278	0	1	0	-5.60187	255	0	4.33046e-11
2.12093	UL	212	0	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.12093	UL	212	0	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.1215	UL	212	1	0	1	6	1	0	8	278	0	1	0	-5.60187	255	0	4.33046e-11
2.12186	UL	212	1	0	7	5	1	0	10	231	0	1	0	-8.05637	255	1	0.999868
2.12186	UL	212	1	0	7	5	1	0	10	231	0	1	0	-8.05637	255	1	0.999868
2.12293	UL	212	2	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.12293	UL	212	2	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.12393	UL	212	3	0	10	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.12393	UL	212	3	0	10	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.12493	UL	212	4	0	10	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.12493	UL	212	4	0	10	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.12593	UL	212	5	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.12593	UL	212	5	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.12693	UL	212	6	0	8	5	1	0	10	231	0	1	1	-8.05637	255	0	0
2.12693	UL	212	6	0	8	5	1	0	10	231	0	1	1	-8.05637	255	0	0
2.12793	UL	212	7	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.12793	UL	212	7	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.20729	UL	220	7	0	3	1	1	0	1	1557	27	1	0	22.597	255	0	0.00906412
2.20729	UL	220	7	0	3	1	1	0	1	1557	27	1	0	22.597	255	0	0.00906412
2.20736	UL	220	7	0	4	1	1	0	2	1610	28	1	0	25.2595	255	0	4.12401e-09
2.20736	UL	220	7	0	4	1	1	0	2	1610	28	1	0	25.2595	255	0	4.12401e-09
2.20743	UL	220	7	0	5	1	1	0	3	137	5	1	0	-1.04082	255	0	0.00386617
2.20743	UL	220	7	0	5	1	1	0	3	137	5	1	0	-1.04082	255	0	0.00386617
2.2075	UL	220	7	0	6	1	1	0	4	137	5	1	0	-0.797567	255	0	0.00120766
2.2075	UL	220	7	0	6	1	1	0	4	137	5	1	0	-0.797567	255	0	0.00120766
2.20757	UL	220	7	0	7	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.20757	UL	220	7	0	7	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.20764	UL	220	7	0	8	1	1	0	6	84	3	1	0	-3.46658	255	0	0.0564028
2.20764	UL	220	7	0	8	1	1	0	6	84	3	1	0	-3.46658	255	0	0.0564028
2.20771	UL	220	7	0	9	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.20771	UL	220	7	0	9	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.20779	UL	220	7	0	10	1	1	0	8	43	0	1	0	-5.60187	255	0	0.00512113
2.20779	UL	220	7	0	10	1	1	0	8	43	0	1	0	-5.60187	255	0	0.00512113
2.20786	UL	220	7	0	11	1	1	0	9	1490	26	1	0	19.5757	255	0	2.98e-09
2.20786	UL	220	7	0	11	1	1	0	9	1490	26	1	0	19.5757	255	0	2.98e-09
2.20793	UL	220	7	0	12	1	1	0	10	43	0	1	0	-8.05637	255	1	0.993048
2.20793	UL	220	7	0	12	1	1	0	10	43	0	1	0	-8.05637	255	1	0.993048
2.21221	UL	221	2	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.21221	UL	221	2	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.21236	UL	221	2	0	3	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.21236	UL	221	2	0	3	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.21243	UL	221	2	0	5	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.21243	UL	221	2	0	5	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.21257	UL	221	2	0	6	2	1	0	6	172	3	1	0	-3.46658	255	0	0.00394368
2.21257	UL	221	2	0	6	2	1	0	6	172	3	1	0	-3.46658	255	0	0.00394368
2.21264	UL	221	2	0	8	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.21264	UL	221	2	0	8	1	1	0	7	699	16	1	0	9.98643	255	0	2.59573e-06
2.21286	UL	221	2	0	9	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.21286	UL	221	2	0	9	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.21293	UL	221	2	0	12	1	1	0	10	43	0	1	1	-8.05637	255	0	1.9297e-06
2.21293	UL	221	2	0	12	1	1	0	10	43	0	1	1	-8.05637	255	0	1.9297e-06
2.21329	UL	221	3	0	1	3	1	0	3	418	5	1	0	-1.04082	255	0	4.15969e-06
2.21329	UL	221	3	0	1	3	1	0	3	418	5	1	0	-1.04082	255	0	4.15969e-06
2.2135	UL	221	3	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.2135	UL	221	3	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.21371	UL	221	3	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.21371	UL	221	3	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.21393	UL	221	3	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.21393	UL	221	3	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.21429	UL	221	4	0	1	3	1	0	3	418	5	1	0	-1.04082	255	0	4.15969e-06
2.21429	UL	221	4	0	1	3	1	0	3	418	5	1	0	-1.04082	255	0	4.15969e-06
2.2145	UL	221	4	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.2145	UL	221	4	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.21471	UL	221	4	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.21471	UL	221	4	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.21493	UL	221	4	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.21493	UL	221	4	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.21543	UL	221	5	0	1	5	1	0	6	436	3	1	0	-3.46658	255	0	1.92766e-06
2.21543	UL	221	5	0	1	5	1	0	6	436	3	1	0	-3.46658	255	0	1.92766e-06
2.21593	UL	221	5	0	6	7	1	0	8	325	0	1	0	-5.60187	255	0	0
2.21593	UL	221	5	0	6	7	1	0	8	325	0	1	0	-5.60187	255	0	0
2.21693	UL	221	6	0	6	7	1	0	8	325	0	1	0	-5.60187	255	0	0
2.21693	UL	221	6	0	6	7	1	0	8	325	0	1	0	-5.60187	255	0	0
2.21729	UL	221	7	0	1	3	1	0	3	418	5	1	0	-1.04082	255	0	4.15969e-06
2.2175	UL	221	7	0	4	3	1	0	4	418	5	1	0	-0.797567	255	0	2.60764e-07
2.21771	UL	221	7	0	7	3	1	0	6	260	3	1	0	-3.46658	255	0	0.00394368
2.21793	UL	221	7	0	10	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.21821	UL	221	8	0	1	2	1	0	3	278	5	1	0	-1.04082	255	0	0.00386617
2.21836	UL	221	8	0	3	2	1	0	4	278	5	1	0	-0.797567	255	0	0.00120766
2.2185	UL	221	8	0	5	2	1	0	6	172	3	1	0	-3.46658	255	0	0.00394368
2.21871	UL	221	8	0	7	3	1	0	8	137	0	1	0	-5.60187	255	0	4.33046e-11
2.21893	UL	221	8	0	10	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.21893	UL	221	8	0	10	3	1	0	10	137	0	1	0	-8.05637	255	1	0.999868
2.21943	UL	221	9	0	1	5	1	0	6	436	3	1	0	-3.46658	255	0	1.92766e-06
2.21986	UL	221	9	0	6	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.21986	UL	221	9	0	6	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.2205	UL	222	0	0	1	6	1	0	8	278	0	1	0	-5.60187	255	0	4.33046e-11
2.22093	UL	222	0	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.22093	UL	222	0	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.2215	UL	222	1	0	1	6	1	0	8	278	0	1	0	-5.60187	255	0	4.33046e-11
2.22193	UL	222	1	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.22193	UL	222	1	0	7	6	1	0	10	278	0	1	0	-8.05637	255	1	0.999868
2.22293	UL	222	2	0	11	2	1	0	10	90	0	1	0	-8.05637	255	1	0.998678
2.22293	UL	222	2	0	11	2	1	0	10	90	0	1	0	-8.05637	255	1	0.998678
2.22393	UL	222	3	0	10	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.22393	UL	222	3	0	10	3	1	0	10	137	0	1	1	-8.05637	255	0	0
2.22493	UL	222	4	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.22493	UL	222	4	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.22593	UL	222	5	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.22593	UL	222	5	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.22693	UL	222	6	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.22693	UL	222	6	0	7	6	1	0	10	278	0	1	1	-8.05637	255	0	0
2.22793	UL	222	7	0	11	2	1	0	10	90	0	1	1	-8.05637	255	0	7.50511e-14
2.22793	UL	222	7	0	11	2	1	0	10	90	0	1	1	-8.05637	255	0	7.50511e-14
2.30729	UL	230	7	0	3	1	1	0	1	1557	27	1	0	22.597	255	0	0.00906412
2.30729	UL	230	7	0	3	1	1	0	1	1557	27	1	0	22.597	255	0	0.00906412
2.30736	UL	230	7	0	4	1	1	0	2	1610	28	1	0	25.2595	255	0	4.12401e-09
2.30736	UL	230	7	0	4	1	1	0	2	1610	28	1	0	25.2595	255	0	4.12401e-09
2.30743	UL	230	7	0	5	1	1	0	3	137	5	1	0	-1.04082	255	0	0.00386617
2.30743	UL	230	7	0	5	1	1	0	3	137	5	1	0	-1.04082	255	0	0.00386617
2.3075	UL	230	7	0	6	1	1	0	4	137	5	1	0	-0.797567	255	0	0.00120766
2.3075	UL	230	7	0	6	1	1	0	4	137	5	1	0	-0.797567	255	0	0.00120766
2.30757	UL	230	7	0	7	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.30757	UL	230	7	0	7	1	1	0	5	699	16	1	0	9.92384	255	0	0.00381009
2.30764	UL	230	7	0	8	1	1	0	6	84	3	1	0	-3.46658	255	0	0.0564028
2.30764	UL	230	7	0	8	1	1	0	6	84	3	1	0	-3.46658	255	0	0.0564028
