time(s)	cellId	rnti	lcid	packetSize	delay(s)
0.153029	3	2	3	58	0.00464285
0.153029	3	2	3	58	0.00464285
0.153029	3	2	3	58	0.00464285
0.153029	3	2	3	58	0.00464285
0.153029	3	2	3	58	0.00364285
0.153029	3	2	3	58	0.00364285
0.153029	3	2	3	58	0.00364285
0.153029	3	2	3	58	0.00364285
0.153029	3	2	3	58	0.00364285
0.153029	3	2	3	58	0.00364285
0.153029	3	2	3	58	0.00364285
0.153029	3	2	3	58	0.00364285
0.153029	3	2	3	58	0.00364285
0.154029	1	2	3	58	0.00864285
0.154029	1	2	3	58	0.00864285
0.154029	1	2	3	58	0.00864285
0.154029	1	2	3	58	0.00864285
0.154029	1	2	3	58	0.00864285
0.154029	1	2	3	58	0.00864285
0.154029	1	2	3	58	0.00864285
0.154029	1	2	3	58	0.00864285
0.154029	1	2	3	58	0.00864285
0.154029	1	2	3	58	0.00764285
0.154029	1	2	3	58	0.00764285
0.154029	1	2	3	58	0.00764285
0.154029	1	2	3	58	0.00764285
0.154029	1	2	3	58	0.00764285
0.154029	1	2	3	58	0.00764285
0.154029	1	2	3	58	0.00764285
0.154029	1	2	3	58	0.00764285
0.154029	1	2	3	58	0.00764285
0.154029	1	2	3	58	0.00664285
0.154029	1	2	3	58	0.00664285
0.154029	1	2	3	58	0.00664285
0.154029	1	2	3	58	0.00664285
0.154029	1	2	3	58	0.00664285
0.154029	1	2	3	58	0.00664285
0.154029	1	2	3	58	0.00664285
0.154029	1	2	3	58	0.00664285
0.154029	1	2	3	58	0.00664285
0.154029	1	2	3	58	0.00564285
0.154029	1	2	3	58	0.00564285
0.154029	1	2	3	58	0.00564285
0.154029	1	2	3	58	0.00564285
0.154029	1	2	3	58	0.00564285
0.154029	1	2	3	58	0.00564285
0.154029	1	2	3	58	0.00564285
0.154029	1	2	3	58	0.00564285
0.154029	1	2	3	58	0.00564285
0.154029	1	2	3	58	0.00464285
0.154029	1	2	3	58	0.00464285
0.154029	1	2	3	58	0.00464285
0.154029	1	2	3	58	0.00464285
0.154029	1	2	3	58	0.00464285
0.154029	1	2	3	58	0.00464285
0.154029	1	2	3	58	0.00464285
0.154029	1	2	3	58	0.00464285
0.154029	1	2	3	58	0.00464285
0.154029	1	2	3	58	0.00364285
0.154029	1	2	3	58	0.00364285
0.154029	1	2	3	58	0.00364285
0.154029	1	2	3	58	0.00364285
0.154029	1	2	3	58	0.00364285
0.154029	1	2	3	58	0.00364285
0.154029	1	2	3	58	0.00364285
0.154029	1	2	3	58	0.00364285
0.154029	1	2	3	58	0.00364285
0.159029	3	2	3	58	0.00864285
0.159029	3	2	3	58	0.00864285
0.159029	3	2	3	58	0.00864285
0.159029	3	2	3	58	0.00864285
0.159029	3	2	3	58	0.00864285
0.159029	3	2	3	58	0.00864285
0.159029	3	2	3	58	0.00864285
0.159029	3	2	3	58	0.00864285
0.159029	3	2	3	58	0.00864285
0.159029	3	2	3	58	0.00764285
0.159029	3	2	3	58	0.00764285
0.159029	3	2	3	58	0.00764285
0.159029	3	2	3	58	0.00764285
0.159029	3	2	3	58	0.00764285
0.159029	3	2	3	58	0.00764285
0.159029	3	2	3	58	0.00764285
0.159029	3	2	3	58	0.00764285
0.159029	3	2	3	58	0.00764285
0.159029	3	2	3	58	0.00664285
0.159029	3	2	3	58	0.00664285
0.159029	3	2	3	58	0.00664285
0.159029	3	2	3	58	0.00664285
0.159029	3	2	3	58	0.00664285
0.159029	3	2	3	58	0.00664285
0.159029	3	2	3	58	0.00664285
0.159029	3	2	3	58	0.00664285
0.159029	3	2	3	58	0.00664285
0.159029	3	2	3	58	0.00564285
0.159029	3	2	3	58	0.00564285
0.159029	3	2	3	58	0.00564285
0.159029	3	2	3	58	0.00564285
0.159029	3	2	3	58	0.00564285
0.159029	3	2	3	58	0.00564285
0.159029	3	2	3	58	0.00564285
0.159029	3	2	3	58	0.00564285
0.159029	3	2	3	58	0.00564285
0.159029	3	2	3	58	0.00464285
0.159029	3	2	3	58	0.00464285
0.159029	3	2	3	58	0.00464285
0.159029	3	2	3	58	0.00464285
0.159029	3	2	3	58	0.00464285
0.159029	3	2	3	58	0.00464285
0.159029	3	2	3	58	0.00464285
0.159029	3	2	3	58	0.00464285
0.159029	3	2	3	58	0.00464285
0.159029	3	2	3	58	0.00364285
0.159029	3	2	3	58	0.00364285
0.159029	3	2	3	58	0.00364285
0.159029	3	2	3	58	0.00364285
0.159029	3	2	3	58	0.00364285
0.159029	3	2	3	58	0.00364285
0.159029	3	2	3	58	0.00364285
0.159029	3	2	3	58	0.00364285
0.159029	3	2	3	58	0.00364285
0.160029	1	2	3	58	0.00864285
0.160029	1	2	3	58	0.00864285
0.160029	1	2	3	58	0.00864285
0.160029	1	2	3	58	0.00864285
0.160029	1	2	3	58	0.00864285
0.160029	1	2	3	58	0.00864285
0.160029	1	2	3	58	0.00864285
0.160029	1	2	3	58	0.00864285
0.160029	1	2	3	58	0.00864285
0.160029	1	2	3	58	0.00764285
0.160029	1	2	3	58	0.00764285
0.160029	1	2	3	58	0.00764285
0.160029	1	2	3	58	0.00764285
0.160029	1	2	3	58	0.00764285
0.160029	1	2	3	58	0.00764285
0.160029	1	2	3	58	0.00764285
0.160029	1	2	3	58	0.00764285
0.160029	1	2	3	58	0.00764285
0.160029	1	2	3	58	0.00664285
0.160029	1	2	3	58	0.00664285
0.160029	1	2	3	58	0.00664285
0.160029	1	2	3	58	0.00664285
0.160029	1	2	3	58	0.00664285
0.160029	1	2	3	58	0.00664285
0.160029	1	2	3	58	0.00664285
0.160029	1	2	3	58	0.00664285
0.160029	1	2	3	58	0.00664285
0.160029	1	2	3	58	0.00564285
0.160029	1	2	3	58	0.00564285
0.160029	1	2	3	58	0.00564285
0.160029	1	2	3	58	0.00564285
0.160029	1	2	3	58	0.00564285
0.160029	1	2	3	58	0.00564285
0.160029	1	2	3	58	0.00564285
0.160029	1	2	3	58	0.00564285
0.160029	1	2	3	58	0.00564285
0.160029	1	2	3	58	0.00464285
0.160029	1	2	3	58	0.00464285
0.160029	1	2	3	58	0.00464285
0.160029	1	2	3	58	0.00464285
0.160029	1	2	3	58	0.00464285
0.160029	1	2	3	58	0.00464285
0.160029	1	2	3	58	0.00464285
0.160029	1	2	3	58	0.00464285
0.160029	1	2	3	58	0.00464285
0.160029	1	2	3	58	0.00364285
0.160029	1	2	3	58	0.00364285
0.160029	1	2	3	58	0.00364285
0.160029	1	2	3	58	0.00364285
0.160029	1	2	3	58	0.00364285
0.160029	1	2	3	58	0.00364285
0.160029	1	2	3	58	0.00364285
0.160029	1	2	3	58	0.00364285
0.160029	1	2	3	58	0.00364285
0.165029	3	2	3	58	0.00864285
0.165029	3	2	3	58	0.00864285
0.165029	3	2	3	58	0.00864285
0.165029	3	2	3	58	0.00864285
0.165029	3	2	3	58	0.00864285
0.165029	3	2	3	58	0.00864285
0.165029	3	2	3	58	0.00864285
0.165029	3	2	3	58	0.00864285
0.165029	3	2	3	58	0.00864285
0.165029	3	2	3	58	0.00764285
0.165029	3	2	3	58	0.00764285
0.165029	3	2	3	58	0.00764285
0.165029	3	2	3	58	0.00764285
0.165029	3	2	3	58	0.00764285
0.165029	3	2	3	58	0.00764285
0.165029	3	2	3	58	0.00764285
0.165029	3	2	3	58	0.00764285
0.165029	3	2	3	58	0.00764285
0.165029	3	2	3	58	0.00664285
0.165029	3	2	3	58	0.00664285
0.165029	3	2	3	58	0.00664285
0.165029	3	2	3	58	0.00664285
0.165029	3	2	3	58	0.00664285
0.165029	3	2	3	58	0.00664285
0.165029	3	2	3	58	0.00664285
0.165029	3	2	3	58	0.00664285
0.165029	3	2	3	58	0.00664285
0.165029	3	2	3	58	0.00564285
0.165029	3	2	3	58	0.00564285
0.165029	3	2	3	58	0.00564285
0.165029	3	2	3	58	0.00564285
0.165029	3	2	3	58	0.00564285
0.165029	3	2	3	58	0.00564285
0.165029	3	2	3	58	0.00564285
0.165029	3	2	3	58	0.00564285
0.165029	3	2	3	58	0.00564285
0.165029	3	2	3	58	0.00464285
0.165029	3	2	3	58	0.00464285
0.165029	3	2	3	58	0.00464285
0.165029	3	2	3	58	0.00464285
0.165029	3	2	3	58	0.00464285
0.165029	3	2	3	58	0.00464285
0.165029	3	2	3	58	0.00464285
0.165029	3	2	3	58	0.00464285
0.165029	3	2	3	58	0.00464285
0.165029	3	2	3	58	0.00364285
0.165029	3	2	3	58	0.00364285
0.165029	3	2	3	58	0.00364285
0.165029	3	2	3	58	0.00364285
0.165029	3	2	3	58	0.00364285
0.165029	3	2	3	58	0.00364285
0.165029	3	2	3	58	0.00364285
0.165029	3	2	3	58	0.00364285
0.165029	3	2	3	58	0.00364285
0.166029	1	2	3	58	0.00864285
0.166029	1	2	3	58	0.00864285
0.166029	1	2	3	58	0.00864285
0.166029	1	2	3	58	0.00864285
0.166029	1	2	3	58	0.00864285
0.166029	1	2	3	58	0.00864285
0.166029	1	2	3	58	0.00864285
0.166029	1	2	3	58	0.00864285
0.166029	1	2	3	58	0.00864285
0.166029	1	2	3	58	0.00764285
0.166029	1	2	3	58	0.00764285
0.166029	1	2	3	58	0.00764285
0.166029	1	2	3	58	0.00764285
0.166029	1	2	3	58	0.00764285
0.166029	1	2	3	58	0.00764285
0.166029	1	2	3	58	0.00764285
0.166029	1	2	3	58	0.00764285
0.166029	1	2	3	58	0.00764285
0.166029	1	2	3	58	0.00664285
0.166029	1	2	3	58	0.00664285
0.166029	1	2	3	58	0.00664285
0.166029	1	2	3	58	0.00664285
0.166029	1	2	3	58	0.00664285
0.166029	1	2	3	58	0.00664285
0.166029	1	2	3	58	0.00664285
0.166029	1	2	3	58	0.00664285
0.166029	1	2	3	58	0.00664285
0.166029	1	2	3	58	0.00564285
0.166029	1	2	3	58	0.00564285
0.166029	1	2	3	58	0.00564285
0.166029	1	2	3	58	0.00564285
0.166029	1	2	3	58	0.00564285
0.166029	1	2	3	58	0.00564285
0.166029	1	2	3	58	0.00564285
0.166029	1	2	3	58	0.00564285
0.166029	1	2	3	58	0.00564285
0.166029	1	2	3	58	0.00464285
0.166029	1	2	3	58	0.00464285
0.166029	1	2	3	58	0.00464285
0.166029	1	2	3	58	0.00464285
0.166029	1	2	3	58	0.00464285
0.166029	1	2	3	58	0.00464285
0.166029	1	2	3	58	0.00464285
0.166029	1	2	3	58	0.00464285
0.166029	1	2	3	58	0.00464285
0.166029	1	2	3	58	0.00364285
0.166029	1	2	3	58	0.00364285
0.166029	1	2	3	58	0.00364285
0.166029	1	2	3	58	0.00364285
0.166029	1	2	3	58	0.00364285
0.166029	1	2	3	58	0.00364285
0.166029	1	2	3	58	0.00364285
0.166029	1	2	3	58	0.00364285
0.166029	1	2	3	58	0.00364285
0.171029	3	2	3	58	0.00864285
0.171029	3	2	3	58	0.00864285
0.171029	3	2	3	58	0.00864285
0.171029	3	2	3	58	0.00864285
0.171029	3	2	3	58	0.00864285
0.171029	3	2	3	58	0.00864285
0.171029	3	2	3	58	0.00864285
0.171029	3	2	3	58	0.00864285
0.171029	3	2	3	58	0.00864285
0.171029	3	2	3	58	0.00764285
0.171029	3	2	3	58	0.00764285
0.171029	3	2	3	58	0.00764285
0.171029	3	2	3	58	0.00764285
0.171029	3	2	3	58	0.00764285
0.171029	3	2	3	58	0.00764285
0.171029	3	2	3	58	0.00764285
0.171029	3	2	3	58	0.00764285
0.171029	3	2	3	58	0.00764285
0.171029	3	2	3	58	0.00664285
0.171029	3	2	3	58	0.00664285
0.171029	3	2	3	58	0.00664285
