% time(s)	cellId	bwpId	IMSI	RNTI	frame	sframe	slot	symStart	numSym	harqId	ndi	rv	mcs	tbSize
0.018	1	0	0	10	2	2	0	3	1	0	1	0	0	43
0.018	1	0	0	9	2	2	0	4	1	0	1	0	0	43
0.018	1	0	0	8	2	2	0	5	1	0	1	0	0	43
0.018	1	0	0	7	2	2	0	6	1	0	1	0	0	43
0.018	1	0	0	6	2	2	0	7	1	0	1	0	0	43
0.018	1	0	0	5	2	2	0	8	1	0	1	0	0	43
0.018	1	0	0	4	2	2	0	9	1	0	1	0	0	43
0.018	1	0	0	3	2	2	0	10	1	0	1	0	0	43
0.018	1	0	0	2	2	2	0	11	1	0	1	0	0	43
0.018	1	0	0	1	2	2	0	12	1	0	1	0	0	43
2.003	1	0	0	3	200	7	0	4	1	15	1	0	0	43
2.003	1	0	0	4	200	7	0	5	1	15	1	0	0	43
2.003	1	0	0	5	200	7	0	6	1	15	1	0	0	43
2.003	1	0	0	6	200	7	0	7	1	15	1	0	0	43
2.003	1	0	0	7	200	7	0	8	1	15	1	0	0	43
2.003	1	0	0	8	200	7	0	9	1	15	1	0	0	43
2.003	1	0	0	9	200	7	0	10	1	15	1	0	0	43
2.003	1	0	0	10	200	7	0	11	1	15	1	0	0	43
2.004	1	0	0	1	200	8	0	11	1	15	1	0	0	43
2.004	1	0	0	2	200	8	0	12	1	15	1	0	0	43
2.008	1	0	0	3	201	2	0	1	2	15	1	0	5	278
2.008	1	0	0	4	201	2	0	3	2	15	1	0	5	278
2.008	1	0	0	5	201	2	0	5	2	15	1	0	16	1402
2.008	1	0	0	6	201	2	0	7	2	15	1	0	3	172
2.008	1	0	0	7	201	2	0	9	1	15	1	0	16	699
2.008	1	0	0	8	201	2	0	10	1	15	1	0	0	43
2.008	1	0	0	9	201	2	0	11	1	15	1	0	26	1490
2.008	1	0	0	10	201	2	0	12	1	15	0	1	0	43
2.009	1	0	0	1	201	3	0	1	1	15	1	0	27	1557
2.009	1	0	0	3	201	3	0	2	2	14	1	0	5	278
2.009	1	0	0	4	201	3	0	4	2	14	1	0	5	278
2.009	1	0	0	6	201	3	0	6	3	14	1	0	3	260
2.009	1	0	0	7	201	3	0	9	1	14	1	0	16	699
2.009	1	0	0	8	201	3	0	10	3	14	1	0	0	137
2.01	1	0	0	2	201	4	0	1	1	15	1	0	28	1610
2.01	1	0	0	3	201	4	0	2	2	13	1	0	5	278
2.01	1	0	0	4	201	4	0	4	3	13	1	0	5	418
2.01	1	0	0	6	201	4	0	7	3	13	1	0	3	260
2.01	1	0	0	8	201	4	0	10	3	13	1	0	0	137
2.011	1	0	0	3	201	5	0	1	2	12	1	0	5	278
2.011	1	0	0	4	201	5	0	3	1	12	1	0	5	137
2.011	1	0	0	6	201	5	0	4	4	12	1	0	3	348
2.011	1	0	0	8	201	5	0	8	5	12	1	0	0	231
2.012	1	0	0	6	201	6	0	1	1	11	1	0	3	84
2.012	1	0	0	8	201	6	0	2	11	11	1	0	0	512
2.013	1	0	0	3	201	7	0	1	2	15	1	0	5	278
2.013	1	0	0	4	201	7	0	3	3	15	1	0	5	418
2.013	1	0	0	6	201	7	0	6	3	15	1	0	3	260
2.013	1	0	0	7	201	7	0	9	1	15	1	0	16	699
2.013	1	0	0	8	201	7	0	10	3	15	1	0	0	137
2.014	1	0	0	3	201	8	0	1	2	14	1	0	5	278
2.014	1	0	0	4	201	8	0	3	2	14	1	0	5	278
2.014	1	0	0	6	201	8	0	5	2	14	1	0	3	172
2.014	1	0	0	8	201	8	0	7	3	14	1	0	0	137
2.014	1	0	0	10	201	8	0	10	3	15	1	0	0	137
2.015	1	0	0	3	201	9	0	1	2	13	1	0	5	278
2.015	1	0	0	4	201	9	0	3	1	13	1	0	5	137
2.015	1	0	0	6	201	9	0	4	3	13	1	0	3	260
2.015	1	0	0	8	201	9	0	7	3	13	1	0	0	137
2.015	1	0	0	10	201	9	0	10	3	14	1	0	0	137
2.016	1	0	0	8	202	0	0	1	6	12	1	0	0	278
2.016	1	0	0	10	202	0	0	7	6	13	1	0	0	278
2.017	1	0	0	8	202	1	0	1	6	11	1	0	0	278
2.017	1	0	0	10	202	1	0	7	6	12	1	0	0	278
2.018	1	0	0	10	202	2	0	8	5	11	1	0	0	231
2.019	1	0	0	10	202	3	0	10	3	15	0	1	0	137
2.02	1	0	0	10	202	4	0	9	3	14	0	1	0	137
2.021	1	0	0	10	202	5	0	6	6	13	0	1	0	278
2.022	1	0	0	10	202	6	0	7	6	12	0	1	0	278
2.023	1	0	0	10	202	7	0	7	5	11	0	1	0	231
2.103	1	0	0	1	210	7	0	3	1	15	1	0	27	1557
2.103	1	0	0	2	210	7	0	4	1	15	1	0	28	1610
2.103	1	0	0	3	210	7	0	5	1	15	1	0	5	137
2.103	1	0	0	4	210	7	0	6	1	15	1	0	5	137
2.103	1	0	0	6	210	7	0	7	1	15	1	0	3	84
2.103	1	0	0	7	210	7	0	8	1	15	1	0	16	699
2.103	1	0	0	8	210	7	0	9	1	15	1	0	0	43
2.103	1	0	0	9	210	7	0	10	1	15	1	0	26	1490
2.103	1	0	0	10	210	7	0	11	1	15	1	0	0	43
2.104	1	0	0	5	210	8	0	12	1	15	1	0	16	699
2.108	1	0	0	3	211	2	0	1	2	15	1	0	5	278
2.108	1	0	0	4	211	2	0	3	2	15	1	0	5	278
2.108	1	0	0	6	211	2	0	5	3	15	1	0	3	260
2.108	1	0	0	7	211	2	0	8	1	15	1	0	16	699
2.108	1	0	0	8	211	2	0	9	3	15	1	0	0	137
2.108	1	0	0	10	211	2	0	12	1	15	0	1	0	43
2.109	1	0	0	3	211	3	0	1	3	14	1	0	5	418
2.109	1	0	0	4	211	3	0	4	3	14	1	0	5	418
2.109	1	0	0	6	211	3	0	7	3	14	1	0	3	260
2.109	1	0	0	8	211	3	0	10	3	14	1	0	0	137
2.11	1	0	0	3	211	4	0	1	2	13	1	0	5	278
2.11	1	0	0	4	211	4	0	3	3	13	1	0	5	418
2.11	1	0	0	5	211	4	0	6	1	15	1	0	16	699
2.11	1	0	0	6	211	4	0	7	3	13	1	0	3	260
2.11	1	0	0	8	211	4	0	10	3	13	1	0	0	137
2.111	1	0	0	3	211	5	0	1	1	12	1	0	5	137
2.111	1	0	0	6	211	5	0	2	4	12	1	0	3	348
2.111	1	0	0	8	211	5	0	6	7	12	1	0	0	325
2.112	1	0	0	8	211	6	0	6	7	11	1	0	0	325
2.113	1	0	0	3	211	7	0	1	3	15	1	0	5	418
2.113	1	0	0	4	211	7	0	4	3	15	1	0	5	418
2.113	1	0	0	6	211	7	0	7	3	15	1	0	3	260
2.113	1	0	0	8	211	7	0	10	3	15	1	0	0	137
2.114	1	0	0	3	211	8	0	1	2	14	1	0	5	278
2.114	1	0	0	4	211	8	0	3	2	14	1	0	5	278
2.114	1	0	0	6	211	8	0	5	2	14	1	0	3	172
2.114	1	0	0	8	211	8	0	7	3	14	1	0	0	137
2.114	1	0	0	10	211	8	0	10	3	15	1	0	0	137
2.115	1	0	0	6	211	9	0	1	4	13	1	0	3	348
2.115	1	0	0	8	211	9	0	5	4	13	1	0	0	184
2.115	1	0	0	10	211	9	0	9	3	14	1	0	0	137
2.116	1	0	0	8	212	0	0	1	6	12	1	0	0	278
2.116	1	0	0	10	212	0	0	7	6	13	1	0	0	278
2.117	1	0	0	8	212	1	0	1	6	11	1	0	0	278
2.117	1	0	0	10	212	1	0	7	5	12	1	0	0	231
2.118	1	0	0	10	212	2	0	7	6	11	1	0	0	278
2.119	1	0	0	10	212	3	0	10	3	15	0	1	0	137
2.12	1	0	0	10	212	4	0	10	3	14	0	1	0	137
2.121	1	0	0	10	212	5	0	7	6	13	0	1	0	278
2.122	1	0	0	10	212	6	0	8	5	12	0	1	0	231
2.123	1	0	0	10	212	7	0	7	6	11	0	1	0	278
2.203	1	0	0	1	220	7	0	3	1	15	1	0	27	1557
2.203	1	0	0	2	220	7	0	4	1	15	1	0	28	1610
2.203	1	0	0	3	220	7	0	5	1	15	1	0	5	137
2.203	1	0	0	4	220	7	0	6	1	15	1	0	5	137
2.203	1	0	0	5	220	7	0	7	1	15	1	0	16	699
2.203	1	0	0	6	220	7	0	8	1	15	1	0	3	84
2.203	1	0	0	7	220	7	0	9	1	15	1	0	16	699
2.203	1	0	0	8	220	7	0	10	1	15	1	0	0	43
2.203	1	0	0	9	220	7	0	11	1	15	1	0	26	1490
2.203	1	0	0	10	220	7	0	12	1	15	1	0	0	43
2.208	1	0	0	3	221	2	0	1	2	15	1	0	5	278
2.208	1	0	0	4	221	2	0	3	2	15	1	0	5	278
2.208	1	0	0	5	221	2	0	5	1	15	1	0	16	699
2.208	1	0	0	6	221	2	0	6	2	15	1	0	3	172
2.208	1	0	0	7	221	2	0	8	1	15	1	0	16	699
2.208	1	0	0	8	221	2	0	9	3	15	1	0	0	137
2.208	1	0	0	10	221	2	0	12	1	15	0	1	0	43
2.209	1	0	0	3	221	3	0	1	3	14	1	0	5	418
2.209	1	0	0	4	221	3	0	4	3	14	1	0	5	418
2.209	1	0	0	6	221	3	0	7	3	14	1	0	3	260
2.209	1	0	0	8	221	3	0	10	3	14	1	0	0	137
2.21	1	0	0	3	221	4	0	1	3	13	1	0	5	418
2.21	1	0	0	4	221	4	0	4	3	13	1	0	5	418
2.21	1	0	0	6	221	4	0	7	3	13	1	0	3	260
2.21	1	0	0	8	221	4	0	10	3	13	1	0	0	137
2.211	1	0	0	6	221	5	0	1	5	12	1	0	3	436
2.211	1	0	0	8	221	5	0	6	7	12	1	0	0	325
2.212	1	0	0	8	221	6	0	6	7	11	1	0	0	325
2.213	1	0	0	3	221	7	0	1	3	15	1	0	5	418
2.213	1	0	0	4	221	7	0	4	3	15	1	0	5	418
2.213	1	0	0	6	221	7	0	7	3	15	1	0	3	260
2.213	1	0	0	8	221	7	0	10	3	15	1	0	0	137
2.214	1	0	0	3	221	8	0	1	2	14	1	0	5	278
2.214	1	0	0	4	221	8	0	3	2	14	1	0	5	278
2.214	1	0	0	6	221	8	0	5	2	14	1	0	3	172
2.214	1	0	0	8	221	8	0	7	3	14	1	0	0	137
2.214	1	0	0	10	221	8	0	10	3	15	1	0	0	137
2.215	1	0	0	6	221	9	0	1	5	13	1	0	3	436
2.215	1	0	0	10	221	9	0	6	6	14	1	0	0	278
2.216	1	0	0	8	222	0	0	1	6	13	1	0	0	278
2.216	1	0	0	10	222	0	0	7	6	13	1	0	0	278
2.217	1	0	0	8	222	1	0	1	6	12	1	0	0	278
2.217	1	0	0	10	222	1	0	7	6	12	1	0	0	278
2.218	1	0	0	10	222	2	0	11	2	11	1	0	0	90
2.219	1	0	0	10	222	3	0	10	3	15	0	1	0	137
2.22	1	0	0	10	222	4	0	7	6	14	0	1	0	278
2.221	1	0	0	10	222	5	0	7	6	13	0	1	0	278
2.222	1	0	0	10	222	6	0	7	6	12	0	1	0	278
2.223	1	0	0	10	222	7	0	11	2	11	0	1	0	90
2.303	1	0	0	1	230	7	0	3	1	15	1	0	27	1557
2.303	1	0	0	2	230	7	0	4	1	15	1	0	28	1610
2.303	1	0	0	3	230	7	0	5	1	15	1	0	5	137
2.303	1	0	0	4	230	7	0	6	1	15	1	0	5	137
2.303	1	0	0	5	230	7	0	7	1	15	1	0	16	699
2.303	1	0	0	6	230	7	0	8	1	15	1	0	3	84
2.303	1	0	0	7	230	7	0	9	1	15	1	0	16	699
2.303	1	0	0	8	230	7	0	10	1	15	1	0	0	43
2.303	1	0	0	9	230	7	0	11	1	15	1	0	26	1490
2.303	1	0	0	10	230	7	0	12	1	15	1	0	0	43
2.308	1	0	0	3	231	2	0	1	2	15	1	0	5	278
2.308	1	0	0	4	231	2	0	3	2	15	1	0	5	278
2.308	1	0	0	5	231	2	0	5	1	15	1	0	16	699
2.308	1	0	0	6	231	2	0	6	2	15	1	0	3	172
2.308	1	0	0	7	231	2	0	8	1	15	1	0	16	699
2.308	1	0	0	8	231	2	0	9	2	15	1	0	0	90
2.308	1	0	0	10	231	2	0	11	1	15	0	1	0	43
2.309	1	0	0	3	231	3	0	1	3	14	1	0	5	418
2.309	1	0	0	4	231	3	0	4	3	14	1	0	5	418
2.309	1	0	0	6	231	3	0	7	3	14	1	0	3	260
2.309	1	0	0	8	231	3	0	10	3	14	1	0	0	137
2.31	1	0	0	3	231	4	0	1	3	13	1	0	5	418
2.31	1	0	0	4	231	4	0	4	3	13	1	0	5	418
2.31	1	0	0	6	231	4	0	7	3	13	1	0	3	260
2.31	1	0	0	8	231	4	0	10	3	13	1	0	0	137
2.311	1	0	0	6	231	5	0	1	5	12	1	0	3	436
2.311	1	0	0	8	231	5	0	6	7	12	1	0	0	325
2.312	1	0	0	8	231	6	0	5	8	11	1	0	0	371
2.313	1	0	0	3	231	7	0	1	2	15	1	0	5	278
2.313	1	0	0	4	231	7	0	3	2	15	1	0	5	278
2.313	1	0	0	6	231	7	0	5	2	15	1	0	3	172
2.313	1	0	0	8	231	7	0	7	3	15	1	0	0	137
2.313	1	0	0	10	231	7	0	10	3	15	1	0	0	137
2.314	1	0	0	3	231	8	0	1	2	14	1	0	5	278
2.314	1	0	0	4	231	8	0	3	2	14	1	0	5	278
2.314	1	0	0	6	231	8	0	5	2	14	1	0	3	172
2.314	1	0	0	8	231	8	0	7	3	14	1	0	0	137
2.314	1	0	0	10	231	8	0	10	3	14	1	0	0	137
2.315	1	0	0	6	231	9	0	1	4	13	1	0	3	348
2.315	1	0	0	8	231	9	0	5	4	13	1	0	0	184
2.315	1	0	0	10	231	9	0	9	4	13	1	0	0	184
2.316	1	0	0	8	232	0	0	1	6	12	1	0	0	278
2.316	1	0	0	10	232	0	0	7	6	12	1	0	0	278
2.317	1	0	0	8	232	1	0	1	6	11	1	0	0	278
2.317	1	0	0	10	232	1	0	7	6	11	1	0	0	278
2.318	1	0	0	10	232	2	0	9	3	15	0	1	0	137
2.319	1	0	0	10	232	3	0	10	3	14	0	1	0	137
2.32	1	0	0	10	232	4	0	9	4	13	0	1	0	184
2.321	1	0	0	10	232	5	0	7	6	12	0	1	0	278
2.322	1	0	0	10	232	6	0	7	6	11	0	1	0	278
2.323	1	0	0	10	232	7	0	11	1	15	1	0	0	43
2.325	1	0	0	10	232	9	0	12	1	14	1	0	0	43
2.326	1	0	0	10	233	0	0	12	1	13	1	0	0	43
2.327	1	0	0	10	233	1	0	11	1	12	1	0	0	43
2.328	1	0	0	10	233	2	0	12	1	15	0	1	0	43
2.329	1	0	0	10	233	3	0	12	1	11	1	0	0	43
2.33	1	0	0	10	233	4	0	12	1	14	0	1	0	43
2.331	1	0	0	10	233	5	0	12	1	13	0	1	0	43
2.332	1	0	0	10	233	6	0	12	1	12	0	1	0	43
2.334	1	0	0	10	233	8	0	12	1	11	0	1	0	43
2.403	1	0	0	3	240	7	0	4	1	15	1	0	5	137
2.403	1	0	0	4	240	7	0	5	1	15	1	0	5	137
2.403	1	0	0	5	240	7	0	6	1	15	1	0	16	699
2.403	1	0	0	6	240	7	0	7	1	15	1	0	3	84
2.403	1	0	0	7	240	7	0	8	1	15	1	0	16	699
2.403	1	0	0	8	240	7	0	9	1	15	1	0	0	43
2.403	1	0	0	9	240	7	0	10	1	15	1	0	26	1490
2.403	1	0	0	10	240	7	0	11	1	15	1	0	0	43
2.404	1	0	0	1	240	8	0	11	1	15	1	0	27	1557
2.404	1	0	0	2	240	8	0	12	1	15	1	0	28	1610
2.408	1	0	0	3	241	2	0	1	2	15	1	0	5	278
2.408	1	0	0	4	241	2	0	3	2	15	1	0	5	278
2.408	1	0	0	5	241	2	0	5	1	15	1	0	16	699
2.408	1	0	0	6	241	2	0	6	2	15	1	0	3	172
2.408	1	0	0	7	241	2	0	8	1	15	1	0	16	699
2.408	1	0	0	8	241	2	0	9	3	15	1	0	0	137
2.408	1	0	0	10	241	2	0	12	1	15	0	1	0	43
2.409	1	0	0	3	241	3	0	1	3	14	1	0	5	418
2.409	1	0	0	4	241	3	0	4	3	14	1	0	5	418
2.409	1	0	0	6	241	3	0	7	3	14	1	0	3	260
2.409	1	0	0	8	241	3	0	10	3	14	1	0	0	137
2.41	1	0	0	3	241	4	0	1	3	13	1	0	5	418
2.41	1	0	0	4	241	4	0	4	3	13	1	0	5	418
2.41	1	0	0	6	241	4	0	7	3	13	1	0	3	260
2.41	1	0	0	8	241	4	0	10	3	13	1	0	0	137
2.411	1	0	0	6	241	5	0	1	5	12	1	0	3	436
2.411	1	0	0	8	241	5	0	6	7	12	1	0	0	325
2.412	1	0	0	8	241	6	0	6	7	11	1	0	0	325
2.413	1	0	0	3	241	7	0	1	3	15	1	0	5	418
2.413	1	0	0	4	241	7	0	4	3	15	1	0	5	418
2.413	1	0	0	6	241	7	0	7	3	15	1	0	3	260
2.413	1	0	0	8	241	7	0	10	3	15	1	0	0	137
2.414	1	0	0	3	241	8	0	1	2	14	1	0	5	278
2.414	1	0	0	4	241	8	0	3	2	14	1	0	5	278
2.414	1	0	0	6	241	8	0	5	2	14	1	0	3	172
2.414	1	0	0	8	241	8	0	7	3	14	1	0	0	137
2.414	1	0	0	10	241	8	0	10	3	15	1	0	0	137
2.415	1	0	0	6	241	9	0	1	4	13	1	0	3	348
2.415	1	0	0	8	241	9	0	5	4	13	1	0	0	184
2.415	1	0	0	10	241	9	0	9	4	14	1	0	0	184
2.416	1	0	0	8	242	0	0	1	6	12	1	0	0	278
2.416	1	0	0	10	242	0	0	7	6	13	1	0	0	278
2.417	1	0	0	8	242	1	0	1	6	11	1	0	0	278
2.417	1	0	0	10	242	1	0	7	6	12	1	0	0	278
2.418	1	0	0	10	242	2	0	9	4	11	1	0	0	184
2.419	1	0	0	10	242	3	0	10	3	15	0	1	0	137
2.42	1	0	0	10	242	4	0	8	4	14	0	1	0	184
2.421	1	0	0	10	242	5	0	6	6	13	0	1	0	278
2.422	1	0	0	10	242	6	0	7	6	12	0	1	0	278
2.423	1	0	0	10	242	7	0	8	4	11	0	1	0	184
2.503	1	0	0	1	250	7	0	3	1	15	1	0	27	1557
2.503	1	0	0	2	250	7	0	4	1	15	1	0	28	1610
2.503	1	0	0	3	250	7	0	5	1	15	1	0	5	137
2.503	1	0	0	4	250	7	0	6	1	15	1	0	5	137
2.503	1	0	0	6	250	7	0	7	1	15	1	0	3	84
2.503	1	0	0	7	250	7	0	8	1	15	1	0	16	699
2.503	1	0	0	8	250	7	0	9	1	15	1	0	0	43
2.503	1	0	0	9	250	7	0	10	1	15	1	0	26	1490
2.503	1	0	0	10	250	7	0	11	1	15	1	0	0	43
2.504	1	0	0	5	250	8	0	12	1	15	1	0	16	699
2.508	1	0	0	3	251	2	0	1	2	15	1	0	5	278
2.508	1	0	0	4	251	2	0	3	2	15	1	0	5	278
2.508	1	0	0	6	251	2	0	5	3	15	1	0	3	260
2.508	1	0	0	7	251	2	0	8	1	15	1	0	16	699
2.508	1	0	0	8	251	2	0	9	3	15	1	0	0	137
2.508	1	0	0	10	251	2	0	12	1	15	0	1	0	43
2.509	1	0	0	3	251	3	0	1	3	14	1	0	5	418
2.509	1	0	0	4	251	3	0	4	3	14	1	0	5	418
2.509	1	0	0	6	251	3	0	7	3	14	1	0	3	260
2.509	1	0	0	8	251	3	0	10	3	14	1	0	0	137
2.51	1	0	0	3	251	4	0	1	2	13	1	0	5	278
2.51	1	0	0	4	251	4	0	3	3	13	1	0	5	418
2.51	1	0	0	5	251	4	0	6	1	15	1	0	16	699
2.51	1	0	0	6	251	4	0	7	3	13	1	0	3	260
2.51	1	0	0	8	251	4	0	10	3	13	1	0	0	137
2.511	1	0	0	3	251	5	0	1	1	12	1	0	5	137
2.511	1	0	0	6	251	5	0	2	4	12	1	0	3	348
2.511	1	0	0	8	251	5	0	6	7	12	1	0	0	325
2.512	1	0	0	8	251	6	0	6	7	11	1	0	0	325
2.513	1	0	0	3	251	7	0	1	3	15	1	0	5	418
2.513	1	0	0	4	251	7	0	4	3	15	1	0	5	418
2.513	1	0	0	6	251	7	0	7	3	15	1	0	3	260
2.513	1	0	0	8	251	7	0	10	3	15	1	0	0	137
2.514	1	0	0	3	251	8	0	1	2	14	1	0	5	278
2.514	1	0	0	4	251	8	0	3	2	14	1	0	5	278
2.514	1	0	0	6	251	8	0	5	2	14	1	0	3	172
2.514	1	0	0	8	251	8	0	7	3	14	1	0	0	137
2.514	1	0	0	10	251	8	0	10	3	15	1	0	0	137
2.515	1	0	0	6	251	9	0	1	4	13	1	0	3	348
2.515	1	0	0	8	251	9	0	5	4	13	1	0	0	184
2.515	1	0	0	10	251	9	0	9	3	14	1	0	0	137
2.516	1	0	0	8	252	0	0	1	6	12	1	0	0	278
2.516	1	0	0	10	252	0	0	7	6	13	1	0	0	278
2.517	1	0	0	8	252	1	0	1	6	11	1	0	0	278
2.517	1	0	0	10	252	1	0	7	5	12	1	0	0	231
2.518	1	0	0	10	252	2	0	7	6	11	1	0	0	278
2.519	1	0	0	10	252	3	0	10	3	15	0	1	0	137
2.52	1	0	0	10	252	4	0	10	3	14	0	1	0	137
2.521	1	0	0	10	252	5	0	7	6	13	0	1	0	278
2.522	1	0	0	10	252	6	0	8	5	12	0	1	0	231
2.523	1	0	0	10	252	7	0	7	6	11	0	1	0	278
2.603	1	0	0	1	260	7	0	3	1	15	1	0	27	1557
2.603	1	0	0	2	260	7	0	4	1	15	1	0	28	1610
2.603	1	0	0	3	260	7	0	5	1	15	1	0	5	137
2.603	1	0	0	4	260	7	0	6	1	15	1	0	5	137
2.603	1	0	0	5	260	7	0	7	1	15	1	0	16	699
2.603	1	0	0	6	260	7	0	8	1	15	1	0	3	84
2.603	1	0	0	7	260	7	0	9	1	15	1	0	16	699
2.603	1	0	0	8	260	7	0	10	1	15	1	0	0	43
2.603	1	0	0	9	260	7	0	11	1	15	1	0	26	1490
2.603	1	0	0	10	260	7	0	12	1	15	1	0	0	43
2.608	1	0	0	3	261	2	0	1	2	15	1	0	5	278
2.608	1	0	0	4	261	2	0	3	2	15	1	0	5	278
2.608	1	0	0	5	261	2	0	5	1	15	1	0	16	699
2.608	1	0	0	6	261	2	0	6	2	15	1	0	3	172
2.608	1	0	0	7	261	2	0	8	1	15	1	0	16	699
2.608	1	0	0	8	261	2	0	9	3	15	1	0	0	137
2.608	1	0	0	10	261	2	0	12	1	15	0	1	0	43
2.609	1	0	0	3	261	3	0	1	3	14	1	0	5	418
2.609	1	0	0	4	261	3	0	4	3	14	1	0	5	418
2.609	1	0	0	6	261	3	0	7	3	14	1	0	3	260
2.609	1	0	0	8	261	3	0	10	3	14	1	0	0	137
2.61	1	0	0	3	261	4	0	1	3	13	1	0	5	418
2.61	1	0	0	4	261	4	0	4	3	13	1	0	5	418
2.61	1	0	0	6	261	4	0	7	3	13	1	0	3	260
2.61	1	0	0	8	261	4	0	10	3	13	1	0	0	137
2.611	1	0	0	6	261	5	0	1	5	12	1	0	3	436
2.611	1	0	0	8	261	5	0	6	7	12	1	0	0	325
2.612	1	0	0	8	261	6	0	6	7	11	1	0	0	325
2.613	1	0	0	3	261	7	0	1	3	15	1	0	5	418
2.613	1	0	0	4	261	7	0	4	3	15	1	0	5	418
2.613	1	0	0	6	261	7	0	7	3	15	1	0	3	260
2.613	1	0	0	8	261	7	0	10	3	15	1	0	0	137
2.614	1	0	0	3	261	8	0	1	2	14	1	0	5	278
2.614	1	0	0	4	261	8	0	3	2	14	1	0	5	278
2.614	1	0	0	6	261	8	0	5	2	14	1	0	3	172
2.614	1	0	0	8	261	8	0	7	3	14	1	0	0	137
2.614	1	0	0	10	261	8	0	10	3	15	1	0	0	137
2.615	1	0	0	6	261	9	0	1	5	13	1	0	3	436
2.615	1	0	0	10	261	9	0	6	6	14	1	0	0	278
2.616	1	0	0	8	262	0	0	1	6	13	1	0	0	278
2.616	1	0	0	10	262	0	0	7	6	13	1	0	0	278
2.617	1	0	0	8	262	1	0	1	6	12	1	0	0	278
2.617	1	0	0	10	262	1	0	7	6	12	1	0	0	278
2.618	1	0	0	10	262	2	0	11	2	11	1	0	0	90
2.619	1	0	0	10	262	3	0	10	3	15	0	1	0	137
2.62	1	0	0	10	262	4	0	7	6	14	0	1	0	278
2.621	1	0	0	10	262	5	0	7	6	13	0	1	0	278
2.622	1	0	0	10	262	6	0	7	6	12	0	1	0	278
2.623	1	0	0	10	262	7	0	11	2	11	0	1	0	90
2.703	1	0	0	1	270	7	0	3	1	15	1	0	27	1557
2.703	1	0	0	2	270	7	0	4	1	15	1	0	28	1610
2.703	1	0	0	3	270	7	0	5	1	15	1	0	5	137
2.703	1	0	0	4	270	7	0	6	1	15	1	0	5	137
2.703	1	0	0	5	270	7	0	7	1	15	1	0	16	699
2.703	1	0	0	6	270	7	0	8	1	15	1	0	3	84
2.703	1	0	0	7	270	7	0	9	1	15	1	0	16	699
2.703	1	0	0	8	270	7	0	10	1	15	1	0	0	43
2.703	1	0	0	9	270	7	0	11	1	15	1	0	26	1490
2.703	1	0	0	10	270	7	0	12	1	15	1	0	0	43
2.708	1	0	0	3	271	2	0	1	2	15	1	0	5	278
2.708	1	0	0	4	271	2	0	3	2	15	1	0	5	278
2.708	1	0	0	5	271	2	0	5	1	15	1	0	16	699
2.708	1	0	0	6	271	2	0	6	2	15	1	0	3	172
2.708	1	0	0	7	271	2	0	8	1	15	1	0	16	699
2.708	1	0	0	8	271	2	0	9	2	15	1	0	0	90
2.708	1	0	0	10	271	2	0	11	1	15	0	1	0	43
2.709	1	0	0	3	271	3	0	1	3	14	1	0	5	418
2.709	1	0	0	4	271	3	0	4	3	14	1	0	5	418
2.709	1	0	0	6	271	3	0	7	3	14	1	0	3	260
2.709	1	0	0	8	271	3	0	10	3	14	1	0	0	137
2.71	1	0	0	3	271	4	0	1	3	13	1	0	5	418
2.71	1	0	0	4	271	4	0	4	3	13	1	0	5	418
2.71	1	0	0	6	271	4	0	7	3	13	1	0	3	260
2.71	1	0	0	8	271	4	0	10	3	13	1	0	0	137
2.711	1	0	0	6	271	5	0	1	5	12	1	0	3	436
2.711	1	0	0	8	271	5	0	6	7	12	1	0	0	325
2.712	1	0	0	8	271	6	0	5	8	11	1	0	0	371
2.713	1	0	0	3	271	7	0	1	2	15	1	0	5	278
2.713	1	0	0	4	271	7	0	3	2	15	1	0	5	278
2.713	1	0	0	6	271	7	0	5	2	15	1	0	3	172
2.713	1	0	0	8	271	7	0	7	3	15	1	0	0	137
2.713	1	0	0	10	271	7	0	10	3	15	1	0	0	137
2.714	1	0	0	3	271	8	0	1	2	14	1	0	5	278
2.714	1	0	0	4	271	8	0	3	2	14	1	0	5	278
2.714	1	0	0	6	271	8	0	5	2	14	1	0	3	172
2.714	1	0	0	8	271	8	0	7	3	14	1	0	0	137
2.714	1	0	0	10	271	8	0	10	3	14	1	0	0	137
2.715	1	0	0	6	271	9	0	1	4	13	1	0	3	348
2.715	1	0	0	8	271	9	0	5	4	13	1	0	0	184
2.715	1	0	0	10	271	9	0	9	4	13	1	0	0	184
2.716	1	0	0	8	272	0	0	1	6	12	1	0	0	278
2.716	1	0	0	10	272	0	0	7	6	12	1	0	0	278
2.717	1	0	0	8	272	1	0	1	6	11	1	0	0	278
2.717	1	0	0	10	272	1	0	7	6	11	1	0	0	278
2.718	1	0	0	10	272	2	0	9	3	15	0	1	0	137
2.719	1	0	0	10	272	3	0	10	3	14	0	1	0	137
2.72	1	0	0	10	272	4	0	9	4	13	0	1	0	184
2.721	1	0	0	10	272	5	0	7	6	12	0	1	0	278
2.722	1	0	0	10	272	6	0	7	6	11	0	1	0	278
2.723	1	0	0	10	272	7	0	11	1	15	1	0	0	43
2.725	1	0	0	10	272	9	0	12	1	14	1	0	0	43
2.726	1	0	0	10	273	0	0	12	1	13	1	0	0	43
2.727	1	0	0	10	273	1	0	11	1	12	1	0	0	43
