Time	CellId	RNTI	BWPId	SINR(dB)
1.42393	1	1	0	22.9919
1.4245	3	1	0	13.0048
1.42464	1	2	0	26.8867
1.42493	3	2	0	13.9611
1.42493	1	1	0	24.34
1.4255	3	2	0	12.288
1.42564	1	2	0	20.8282
1.42586	1	1	0	24.583
1.42593	3	1	0	51.2782
1.42636	3	1	0	14.8526
1.42664	1	2	0	24.532
1.42686	1	1	0	27.3476
1.42693	3	2	0	24.309
1.4275	3	2	0	18.5773
1.42771	1	2	0	28.6649
1.42793	3	1	0	14.2003
1.42793	1	1	0	20.594
1.4285	3	2	0	11.1559
1.42871	1	2	0	32.8764
1.42893	3	1	0	27.808
1.42893	1	1	0	18.1031
1.4295	3	2	0	11.6366
1.42971	1	2	0	26.982
1.42993	3	1	0	14.4933
1.42993	1	1	0	17.3874
1.4305	3	2	0	12.4986
1.43071	1	2	0	22.4064
1.43093	3	1	0	16.6552
1.43093	1	1	0	17.6327
1.43171	1	2	0	32.7063
1.43171	3	2	0	10.9567
1.43193	1	1	0	21.6093
1.43193	3	1	0	14.5338
1.43229	1	1	0	22.4948
1.4325	3	1	0	17.4082
1.43293	1	2	0	20.8936
1.43293	3	2	0	11.0697
1.43329	1	1	0	22.915
1.4335	3	2	0	14.6605
1.43393	1	2	0	31.7397
1.43393	3	1	0	11.9307
1.43429	1	1	0	23.2203
1.4345	3	1	0	18.187
1.43486	1	2	0	33.3742
1.43493	3	2	0	20.2762
1.43529	1	1	0	20.5774
1.4355	3	2	0	13.9388
1.43593	1	2	0	24.0716
1.43593	3	1	0	11.1091
1.43629	3	1	0	20.1582
1.4365	1	2	0	28.2238
1.43693	3	2	0	15.2586
1.43693	1	1	0	19.499
1.4375	3	2	0	13.3265
1.43771	1	2	0	32.1046
1.43793	3	1	0	14.3374
1.43793	1	1	0	18.6104
1.4385	3	1	0	17.873
1.43871	1	2	0	23.8773
1.43893	3	2	0	12.5117
1.43893	1	1	0	16.9963
1.4395	1	2	0	20.2137
1.4395	3	2	0	12.3587
1.43993	1	1	0	16.605
1.43993	3	1	0	12.8789
1.4405	1	2	0	27.1879
1.4405	3	1	0	20.0152
1.44093	1	1	0	17.876
1.44093	3	2	0	14.6485
1.4415	1	1	0	17.4023
1.4415	3	2	0	16.6254
1.44193	1	2	0	31.9858
1.44193	3	1	0	14.1534
1.44229	1	1	0	17.893
1.4425	3	2	0	13.8581
1.44293	1	2	0	30.6667
1.44293	3	1	0	19.2291
1.44329	1	1	0	16.7862
1.4435	3	2	0	14.2729
1.44393	1	2	0	27.1503
1.44393	3	1	0	11.248
1.4445	1	1	0	17.8905
1.4445	3	2	0	12.0463
1.44493	1	2	0	23.1392
